Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,Name_2,description_2,timestamp_2,begin_2,end_2,altitudeMode_2,tessellate_2,extrude_2,visibility_2,drawOrder_2,icon_2
"460",460<BR>ECID=80c9170b-8a1d-4f11-b75e-04f228246068<BR>ID=80c9170b-8a1d-4f11-b75e-04f228246068<BR>LABEL=UNIT:460||Abutia Amegame|201978<BR>OWNGEOMETRY=True<BR>EDITED=False<BR>LOCALITY=Abutia Amegame<BR>DATASET=Lots<BR>UNITID=460<BR>DATE=2019-07-08T10:00:00Z<BR>OBJECTTYPE=Unit<BR>,,,,,"-1","0","-1",,,Agricultural,,,,,,"-1","0","-1",,
"461",461<BR>ECID=f10a0230-a14d-4575-b22c-68885108af01<BR>ID=f10a0230-a14d-4575-b22c-68885108af01<BR>LABEL=UNIT:461||Abutia Amegame|201978<BR>OWNGEOMETRY=True<BR>EDITED=False<BR>LOCALITY=Abutia Amegame<BR>DATASET=Lots<BR>UNITID=461<BR>DATE=2019-07-08T10:00:00Z<BR>OBJECTTYPE=Unit<BR>,,,,,"-1","0","-1",,,Agricultural,,,,,,"-1","0","-1",,
"462",462<BR>ECID=69296699-a126-4298-bf8b-41a2f45d093e<BR>ID=69296699-a126-4298-bf8b-41a2f45d093e<BR>LABEL=UNIT:462||Abutia Amegame|201978<BR>OWNGEOMETRY=True<BR>EDITED=False<BR>LOCALITY=Abutia Amegame<BR>DATASET=Lots<BR>UNITID=462<BR>DATE=2019-07-08T10:00:00Z<BR>OBJECTTYPE=Unit<BR>,,,,,"-1","0","-1",,,Agricultural,,,,,,"-1","0","-1",,
"463",463<BR>ECID=39e35522-e57f-4521-9909-8538bffc23eb<BR>ID=39e35522-e57f-4521-9909-8538bffc23eb<BR>LABEL=UNIT:463||Abutia Amegame|201978<BR>OWNGEOMETRY=True<BR>EDITED=False<BR>LOCALITY=Abutia Amegame<BR>DATASET=Lots<BR>UNITID=463<BR>DATE=2019-07-08T10:00:00Z<BR>OBJECTTYPE=Unit<BR>,,,,,"-1","0","-1",,,Agricultural,,,,,,"-1","0","-1",,
"464",464<BR>ECID=ca817b33-4a4f-486c-aac7-5ba77a086b22<BR>ID=ca817b33-4a4f-486c-aac7-5ba77a086b22<BR>LABEL=UNIT:464||Abutia Amegame|201978<BR>OWNGEOMETRY=True<BR>EDITED=False<BR>LOCALITY=Abutia Amegame<BR>DATASET=Lots<BR>UNITID=464<BR>DATE=2019-07-08T10:00:00Z<BR>OBJECTTYPE=Unit<BR>,,,,,"-1","0","-1",,,Agricultural,,,,,,"-1","0","-1",,
"465",465<BR>ECID=3fc5eebd-e003-4444-9be9-2da970bc0082<BR>ID=3fc5eebd-e003-4444-9be9-2da970bc0082<BR>LABEL=UNIT:465||Abutia Amegame|201978<BR>OWNGEOMETRY=True<BR>EDITED=False<BR>LOCALITY=Abutia Amegame<BR>DATASET=Lots<BR>UNITID=465<BR>DATE=2019-07-08T00:00:00Z<BR>OBJECTTYPE=Unit<BR>,,,,,"-1","0","-1",,,Agricultural,,,,,,"-1","0","-1",,
"466",466<BR>ECID=500e06e2-9c34-4569-98ac-d0fea80cf9f8<BR>ID=500e06e2-9c34-4569-98ac-d0fea80cf9f8<BR>LABEL=UNIT:466||Abutia Amegame|201978<BR>OWNGEOMETRY=True<BR>EDITED=False<BR>LOCALITY=Abutia Amegame<BR>DATASET=Lots<BR>UNITID=466<BR>DATE=2019-07-08T00:00:00Z<BR>OBJECTTYPE=Unit<BR>,,,,,"-1","0","-1",,,Agricultural,,,,,,"-1","0","-1",,
"467",467<BR>ECID=b5bee45f-dbff-46f4-bbad-663de96d11d2<BR>ID=b5bee45f-dbff-46f4-bbad-663de96d11d2<BR>LABEL=UNIT:467||Abutia Amegame|201978<BR>OWNGEOMETRY=True<BR>EDITED=False<BR>LOCALITY=Abutia Amegame<BR>DATASET=Lots<BR>UNITID=467<BR>DATE=2019-07-08T00:00:00Z<BR>OBJECTTYPE=Unit<BR>,,,,,"-1","0","-1",,,Agricultural,,,,,,"-1","0","-1",,
"468",468<BR>ECID=2a941c63-009b-4bc5-b71c-6dd2007b5e03<BR>ID=2a941c63-009b-4bc5-b71c-6dd2007b5e03<BR>LABEL=UNIT:468||Abutia Amegame|2019226<BR>OWNGEOMETRY=True<BR>EDITED=False<BR>LOCALITY=Abutia Amegame<BR>DATASET=Lots<BR>UNITID=468<BR>DATE=2019-02-26T00:00:00Z<BR>OBJECTTYPE=Unit<BR>,,,,,"-1","0","-1",,,Agricultural,,,,,,"-1","0","-1",,
"469",469<BR>ECID=b8ed53f2-3101-4373-89db-e2032f5541eb<BR>ID=b8ed53f2-3101-4373-89db-e2032f5541eb<BR>LABEL=UNIT:469||Abutia Amegame|201978<BR>OWNGEOMETRY=True<BR>EDITED=False<BR>LOCALITY=Abutia Amegame<BR>DATASET=Lots<BR>UNITID=469<BR>DATE=2019-07-08T00:00:00Z<BR>OBJECTTYPE=Unit<BR>,,,,,"-1","0","-1",,,Agricultural,,,,,,"-1","0","-1",,
"470",470<BR>ECID=0f943231-3bae-4e1b-961f-4a80752a4140<BR>ID=0f943231-3bae-4e1b-961f-4a80752a4140<BR>LABEL=UNIT:470||Abutia Amegame|201978<BR>OWNGEOMETRY=True<BR>EDITED=False<BR>LOCALITY=Abutia Amegame<BR>DATASET=Lots<BR>UNITID=470<BR>DATE=2019-07-08T00:00:00Z<BR>OBJECTTYPE=Unit<BR>,,,,,"-1","0","-1",,,Agricultural,,,,,,"-1","0","-1",,
"471",471<BR>ECID=d0bc1602-282c-494a-af6c-f7f9915a65b9<BR>ID=d0bc1602-282c-494a-af6c-f7f9915a65b9<BR>LABEL=UNIT:471||Abutia Amegame|201978<BR>OWNGEOMETRY=True<BR>EDITED=False<BR>LOCALITY=Abutia Amegame<BR>DATASET=Lots<BR>UNITID=471<BR>DATE=2019-07-08T00:00:00Z<BR>OBJECTTYPE=Unit<BR>,,,,,"-1","0","-1",,,Agricultural,,,,,,"-1","0","-1",,
"472",472<BR>ECID=ba8d30a0-3917-4d73-b948-98226ddf4cef<BR>ID=ba8d30a0-3917-4d73-b948-98226ddf4cef<BR>LABEL=UNIT:472||Abutia Amegame|201978<BR>OWNGEOMETRY=True<BR>EDITED=False<BR>LOCALITY=Abutia Amegame<BR>DATASET=Lots<BR>UNITID=472<BR>DATE=2019-07-08T00:00:00Z<BR>OBJECTTYPE=Unit<BR>,,,,,"-1","0","-1",,,Agricultural,,,,,,"-1","0","-1",,
"473",473<BR>ECID=41c4e7e0-1f99-402a-8725-bda9b818e68a<BR>ID=41c4e7e0-1f99-402a-8725-bda9b818e68a<BR>LABEL=UNIT:473||Abutia Amegame|201978<BR>OWNGEOMETRY=True<BR>EDITED=False<BR>LOCALITY=Abutia Amegame<BR>DATASET=Lots<BR>UNITID=473<BR>DATE=2019-07-08T00:00:00Z<BR>OBJECTTYPE=Unit<BR>,,,,,"-1","0","-1",,,Agricultural,,,,,,"-1","0","-1",,
"549",549<BR>ECID=e4dcaf7b-8f34-400d-b18b-8b316490799a<BR>ID=e4dcaf7b-8f34-400d-b18b-8b316490799a<BR>LABEL=UNIT:549||Abutia Amegame|2019729<BR>OWNGEOMETRY=True<BR>EDITED=False<BR>LOCALITY=Abutia Amegame<BR>DATASET=Lots<BR>UNITID=549<BR>DATE=2019-07-29T14:45:00Z<BR>OBJECTTYPE=Unit<BR>,,,,,"-1","0","-1",,,Agricultural,,,,,,"-1","0","-1",,
"549.1",549.1<BR>ECID=55906102-8991-4593-b84f-f1e3672c7488<BR>ID=55906102-8991-4593-b84f-f1e3672c7488<BR>LABEL=UNIT:549.1||Abutia Amegame|2019729<BR>OWNGEOMETRY=True<BR>EDITED=False<BR>LOCALITY=Abutia Amegame<BR>DATASET=Lots<BR>UNITID=549.1<BR>DATE=2019-07-29T14:45:00Z<BR>OBJECTTYPE=Unit<BR>,,,,,"-1","0","-1",,,Agricultural,,,,,,"-1","0","-1",,
"549.2",549.2<BR>ECID=5465818e-05a4-44a3-ba0c-3fd42713b417<BR>ID=5465818e-05a4-44a3-ba0c-3fd42713b417<BR>LABEL=UNIT:549.2||Abutia Amegame|2019729<BR>OWNGEOMETRY=True<BR>EDITED=False<BR>LOCALITY=Abutia Amegame<BR>DATASET=Lots<BR>UNITID=549.2<BR>DATE=2019-07-29T14:45:00Z<BR>OBJECTTYPE=Unit<BR>,,,,,"-1","0","-1",,,Agricultural,,,,,,"-1","0","-1",,
"549.3",549.3<BR>ECID=96d6d69f-f36c-4088-ab8d-b803d44c7e61<BR>ID=96d6d69f-f36c-4088-ab8d-b803d44c7e61<BR>LABEL=UNIT:549.3||Abutia Amegame|2019729<BR>OWNGEOMETRY=True<BR>EDITED=False<BR>LOCALITY=Abutia Amegame<BR>DATASET=Lots<BR>UNITID=549.3<BR>DATE=2019-07-29T14:45:00Z<BR>OBJECTTYPE=Unit<BR>,,,,,"-1","0","-1",,,Agricultural,,,,,,"-1","0","-1",,
"549.4",549.4<BR>ECID=7a0176c4-ed82-436a-8fc8-0dda743a1127<BR>ID=7a0176c4-ed82-436a-8fc8-0dda743a1127<BR>LABEL=UNIT:549.4||Abutia Amegame|2019729<BR>OWNGEOMETRY=True<BR>EDITED=False<BR>LOCALITY=Abutia Amegame<BR>DATASET=Lots<BR>UNITID=549.4<BR>DATE=2019-07-29T14:45:00Z<BR>OBJECTTYPE=Unit<BR>,,,,,"-1","0","-1",,,Agricultural,,,,,,"-1","0","-1",,
"550",550<BR>ECID=529d9c33-0e96-4b64-ae44-feb54eeb47df<BR>ID=529d9c33-0e96-4b64-ae44-feb54eeb47df<BR>LABEL=UNIT:550||Abutia Amegame|2019729<BR>OWNGEOMETRY=True<BR>EDITED=False<BR>LOCALITY=Abutia Amegame<BR>DATASET=Lots<BR>UNITID=550<BR>DATE=2019-07-29T14:45:00Z<BR>OBJECTTYPE=Unit<BR>,,,,,"-1","0","-1",,,Agricultural,,,,,,"-1","0","-1",,
"551",551<BR>ECID=3f8a9d5b-14db-4a4a-b35a-0fb0ae9cf481<BR>ID=3f8a9d5b-14db-4a4a-b35a-0fb0ae9cf481<BR>LABEL=UNIT:551||Abutia Amegame|2019729<BR>OWNGEOMETRY=True<BR>EDITED=False<BR>LOCALITY=Abutia Amegame<BR>DATASET=Lots<BR>UNITID=551<BR>DATE=2019-07-29T14:45:00Z<BR>OBJECTTYPE=Unit<BR>,,,,,"-1","0","-1",,,Agricultural,,,,,,"-1","0","-1",,
"552",552<BR>ECID=8ebbfe2e-0db8-46c0-a112-dcb3a7da4b03<BR>ID=8ebbfe2e-0db8-46c0-a112-dcb3a7da4b03<BR>LABEL=UNIT:552||Abutia Amegame|2019729<BR>OWNGEOMETRY=True<BR>EDITED=False<BR>LOCALITY=Abutia Amegame<BR>DATASET=Lots<BR>UNITID=552<BR>DATE=2019-07-29T14:45:00Z<BR>OBJECTTYPE=Unit<BR>,,,,,"-1","0","-1",,,Agricultural,,,,,,"-1","0","-1",,
"553",553<BR>ECID=53d55736-394d-415c-9316-48b40582ddbe<BR>ID=53d55736-394d-415c-9316-48b40582ddbe<BR>LABEL=UNIT:553||Abutia Amegame|2019729<BR>OWNGEOMETRY=True<BR>EDITED=False<BR>LOCALITY=Abutia Amegame<BR>DATASET=Lots<BR>UNITID=553<BR>DATE=2019-07-29T14:45:00Z<BR>OBJECTTYPE=Unit<BR>,,,,,"-1","0","-1",,,Agricultural,,,,,,"-1","0","-1",,
"554",554<BR>ECID=ab272cc9-54c9-43d2-a61a-a9e2d94aee6a<BR>ID=ab272cc9-54c9-43d2-a61a-a9e2d94aee6a<BR>LABEL=UNIT:554||Abutia Amegame|2019729<BR>OWNGEOMETRY=True<BR>EDITED=False<BR>LOCALITY=Abutia Amegame<BR>DATASET=Lots<BR>UNITID=554<BR>DATE=2019-07-29T14:45:00Z<BR>OBJECTTYPE=Unit<BR>,,,,,"-1","0","-1",,,Agricultural,,,,,,"-1","0","-1",,
"555",555<BR>ECID=0f00aaaa-d162-49a4-8d34-94aaa34e25d5<BR>ID=0f00aaaa-d162-49a4-8d34-94aaa34e25d5<BR>LABEL=UNIT:555||Abutia Amegame|2019729<BR>OWNGEOMETRY=True<BR>EDITED=False<BR>LOCALITY=Abutia Amegame<BR>DATASET=Lots<BR>UNITID=555<BR>DATE=2019-07-29T14:45:00Z<BR>OBJECTTYPE=Unit<BR>,,,,,"-1","0","-1",,,Agricultural,,,,,,"-1","0","-1",,
"556",556<BR>ECID=33dbe110-950e-4e2b-8ffc-c815d4655706<BR>ID=33dbe110-950e-4e2b-8ffc-c815d4655706<BR>LABEL=UNIT:556||Abutia Amegame|2019729<BR>OWNGEOMETRY=True<BR>EDITED=False<BR>LOCALITY=Abutia Amegame<BR>DATASET=Lots<BR>UNITID=556<BR>DATE=2019-07-29T14:45:00Z<BR>OBJECTTYPE=Unit<BR>,,,,,"-1","0","-1",,,Agricultural,,,,,,"-1","0","-1",,
"557",557<BR>ECID=c37e0c08-ad4f-46f7-acf0-55fbbb29c0ac<BR>ID=c37e0c08-ad4f-46f7-acf0-55fbbb29c0ac<BR>LABEL=UNIT:557||Abutia Amegame|2019729<BR>OWNGEOMETRY=True<BR>EDITED=False<BR>LOCALITY=Abutia Amegame<BR>DATASET=Lots<BR>UNITID=557<BR>DATE=2019-07-29T14:45:00Z<BR>OBJECTTYPE=Unit<BR>,,,,,"-1","0","-1",,,Agricultural,,,,,,"-1","0","-1",,
"558",558<BR>ECID=3b627814-cbc6-4da0-8403-ed8b9a3bddc5<BR>ID=3b627814-cbc6-4da0-8403-ed8b9a3bddc5<BR>LABEL=UNIT:558||Abutia Amegame|2019729<BR>OWNGEOMETRY=True<BR>EDITED=False<BR>LOCALITY=Abutia Amegame<BR>DATASET=Lots<BR>UNITID=558<BR>DATE=2019-07-29T14:45:00Z<BR>OBJECTTYPE=Unit<BR>,,,,,"-1","0","-1",,,Agricultural,,,,,,"-1","0","-1",,
"558.1",558.1<BR>ECID=5dd22686-9ca7-4c4a-ab75-39d81ac46d68<BR>ID=5dd22686-9ca7-4c4a-ab75-39d81ac46d68<BR>LABEL=UNIT:558.1||Abutia Amegame|2019729<BR>OWNGEOMETRY=True<BR>EDITED=False<BR>LOCALITY=Abutia Amegame<BR>DATASET=Lots<BR>UNITID=558.1<BR>DATE=2019-07-29T14:45:00Z<BR>OBJECTTYPE=Unit<BR>,,,,,"-1","0","-1",,,Agricultural,,,,,,"-1","0","-1",,
"558.2",558.2<BR>ECID=516edad3-cfe0-438d-b139-1cdfa9e67c07<BR>ID=516edad3-cfe0-438d-b139-1cdfa9e67c07<BR>LABEL=UNIT:558.2||Abutia Amegame|2019729<BR>OWNGEOMETRY=True<BR>EDITED=False<BR>LOCALITY=Abutia Amegame<BR>DATASET=Lots<BR>UNITID=558.2<BR>DATE=2019-07-29T14:45:00Z<BR>OBJECTTYPE=Unit<BR>,,,,,"-1","0","-1",,,Agricultural,,,,,,"-1","0","-1",,
"558.3",558.3<BR>ECID=7a01eead-acb4-4cc2-a696-0e35816ea9a7<BR>ID=7a01eead-acb4-4cc2-a696-0e35816ea9a7<BR>LABEL=UNIT:558.3||Abutia Amegame|2019729<BR>OWNGEOMETRY=True<BR>EDITED=False<BR>LOCALITY=Abutia Amegame<BR>DATASET=Lots<BR>UNITID=558.3<BR>DATE=2019-07-29T14:45:00Z<BR>OBJECTTYPE=Unit<BR>,,,,,"-1","0","-1",,,Agricultural,,,,,,"-1","0","-1",,
"558.4",558.4<BR>ECID=918eed12-e8cf-450e-81d2-78518adccf64<BR>ID=918eed12-e8cf-450e-81d2-78518adccf64<BR>LABEL=UNIT:558.4||Abutia Amegame|2019729<BR>OWNGEOMETRY=True<BR>EDITED=False<BR>LOCALITY=Abutia Amegame<BR>DATASET=Lots<BR>UNITID=558.4<BR>DATE=2019-07-29T14:45:00Z<BR>OBJECTTYPE=Unit<BR>,,,,,"-1","0","-1",,,Agricultural,,,,,,"-1","0","-1",,
"559",559<BR>ECID=abbf96ed-fd07-43c9-b77e-40e83f5c71d2<BR>ID=abbf96ed-fd07-43c9-b77e-40e83f5c71d2<BR>LABEL=UNIT:559||Abutia Amegame|2019729<BR>OWNGEOMETRY=True<BR>EDITED=False<BR>LOCALITY=Abutia Amegame<BR>DATASET=Lots<BR>UNITID=559<BR>DATE=2019-07-29T14:45:00Z<BR>OBJECTTYPE=Unit<BR>,,,,,"-1","0","-1",,,Agricultural,,,,,,"-1","0","-1",,
"560",560<BR>ECID=d54efb51-b1a7-449f-8fd2-0a857181c167<BR>ID=d54efb51-b1a7-449f-8fd2-0a857181c167<BR>LABEL=UNIT:560||Abutia Amegame|2019729<BR>OWNGEOMETRY=True<BR>EDITED=False<BR>LOCALITY=Abutia Amegame<BR>DATASET=Lots<BR>UNITID=560<BR>DATE=2019-07-29T14:45:00Z<BR>OBJECTTYPE=Unit<BR>,,,,,"-1","0","-1",,,Agricultural,,,,,,"-1","0","-1",,
"561",561<BR>ECID=246179d2-f530-4247-964a-48d76e067743<BR>ID=246179d2-f530-4247-964a-48d76e067743<BR>LABEL=UNIT:561||Abutia Amegame|2019729<BR>OWNGEOMETRY=True<BR>EDITED=False<BR>LOCALITY=Abutia Amegame<BR>DATASET=Lots<BR>UNITID=561<BR>DATE=2019-07-29T14:45:00Z<BR>OBJECTTYPE=Unit<BR>,,,,,"-1","0","-1",,,Agricultural,,,,,,"-1","0","-1",,
"562",562<BR>ECID=2e26fc5f-123b-413b-9471-eb233b6e120d<BR>ID=2e26fc5f-123b-413b-9471-eb233b6e120d<BR>LABEL=UNIT:562||Abutia Amegame|2019729<BR>OWNGEOMETRY=True<BR>EDITED=False<BR>LOCALITY=Abutia Amegame<BR>DATASET=Lots<BR>UNITID=562<BR>DATE=2019-07-29T14:45:00Z<BR>OBJECTTYPE=Unit<BR>,,,,,"-1","0","-1",,,Agricultural,,,,,,"-1","0","-1",,
"563",563<BR>ECID=4cc0d251-c18c-46bc-89f7-d767d007af72<BR>ID=4cc0d251-c18c-46bc-89f7-d767d007af72<BR>LABEL=UNIT:563||Abutia Amegame|2019729<BR>OWNGEOMETRY=True<BR>EDITED=False<BR>LOCALITY=Abutia Amegame<BR>DATASET=Lots<BR>UNITID=563<BR>DATE=2019-07-29T14:45:00Z<BR>OBJECTTYPE=Unit<BR>,,,,,"-1","0","-1",,,Agricultural,,,,,,"-1","0","-1",,
"564",564<BR>ECID=a1d2865e-2360-4853-b0b2-c1affceb5a40<BR>ID=a1d2865e-2360-4853-b0b2-c1affceb5a40<BR>LABEL=UNIT:564||Abutia Amegame|2019729<BR>OWNGEOMETRY=True<BR>EDITED=False<BR>LOCALITY=Abutia Amegame<BR>DATASET=Lots<BR>UNITID=564<BR>DATE=2019-07-29T14:45:00Z<BR>OBJECTTYPE=Unit<BR>,,,,,"-1","0","-1",,,Agricultural,,,,,,"-1","0","-1",,
"565",565<BR>ECID=959f35d6-3d9f-4b8b-bfe5-6057729ab156<BR>ID=959f35d6-3d9f-4b8b-bfe5-6057729ab156<BR>LABEL=UNIT:565||Abutia Amegame|2019729<BR>OWNGEOMETRY=True<BR>EDITED=False<BR>LOCALITY=Abutia Amegame<BR>DATASET=Lots<BR>UNITID=565<BR>DATE=2019-07-29T14:45:00Z<BR>OBJECTTYPE=Unit<BR>,,,,,"-1","0","-1",,,Agricultural,,,,,,"-1","0","-1",,
"566",566<BR>ECID=354f437b-36e4-4aa1-8989-8fc84c3f3b5d<BR>ID=354f437b-36e4-4aa1-8989-8fc84c3f3b5d<BR>LABEL=UNIT:566||Abutia Amegame|2019729<BR>OWNGEOMETRY=True<BR>EDITED=False<BR>LOCALITY=Abutia Amegame<BR>DATASET=Lots<BR>UNITID=566<BR>DATE=2019-07-29T14:45:00Z<BR>OBJECTTYPE=Unit<BR>,,,,,"-1","0","-1",,,Agricultural,,,,,,"-1","0","-1",,
"632",632<BR>ECID=41293a93-d5a4-4cec-b214-85415804e4ad<BR>ID=41293a93-d5a4-4cec-b214-85415804e4ad<BR>LABEL=UNIT:632||Abutia Amegame|2019819<BR>OWNGEOMETRY=True<BR>EDITED=False<BR>LOCALITY=Abutia Amegame<BR>DATASET=Lots<BR>UNITID=632<BR>DATE=2019-08-19T15:10:00Z<BR>OBJECTTYPE=Unit<BR>,,,,,"-1","0","-1",,,Agricultural,,,,,,"-1","0","-1",,
"632.1",632.1<BR>ECID=fe614f7b-eaa6-4be0-9dfc-7f9042c27f62<BR>ID=fe614f7b-eaa6-4be0-9dfc-7f9042c27f62<BR>LABEL=UNIT:632.1||Abutia Amegame|2019819<BR>OWNGEOMETRY=True<BR>EDITED=False<BR>LOCALITY=Abutia Amegame<BR>DATASET=Lots<BR>UNITID=632.1<BR>DATE=2019-08-19T15:10:00Z<BR>OBJECTTYPE=Unit<BR>,,,,,"-1","0","-1",,,Agricultural,,,,,,"-1","0","-1",,
"632.2",632.2<BR>ECID=9517acee-6461-490e-825b-5f6d5a4ce901<BR>ID=9517acee-6461-490e-825b-5f6d5a4ce901<BR>LABEL=UNIT:632.2||Abutia Amegame|2019819<BR>OWNGEOMETRY=True<BR>EDITED=False<BR>LOCALITY=Abutia Amegame<BR>DATASET=Lots<BR>UNITID=632.2<BR>DATE=2019-08-19T15:10:00Z<BR>OBJECTTYPE=Unit<BR>,,,,,"-1","0","-1",,,Agricultural,,,,,,"-1","0","-1",,
"632.3",632.3<BR>ECID=ad7ccdb3-e55c-45e2-964c-5c9bdfa5c8f8<BR>ID=ad7ccdb3-e55c-45e2-964c-5c9bdfa5c8f8<BR>LABEL=UNIT:632.3||Abutia Amegame|2019819<BR>OWNGEOMETRY=True<BR>EDITED=False<BR>LOCALITY=Abutia Amegame<BR>DATASET=Lots<BR>UNITID=632.3<BR>DATE=2019-08-19T15:10:00Z<BR>OBJECTTYPE=Unit<BR>,,,,,"-1","0","-1",,,Agricultural,,,,,,"-1","0","-1",,
"632.4",632.4<BR>ECID=6d78ea53-8a96-46aa-b052-75744bc6f78a<BR>ID=6d78ea53-8a96-46aa-b052-75744bc6f78a<BR>LABEL=UNIT:632.4||Abutia Amegame|2019819<BR>OWNGEOMETRY=True<BR>EDITED=False<BR>LOCALITY=Abutia Amegame<BR>DATASET=Lots<BR>UNITID=632.4<BR>DATE=2019-08-19T15:10:00Z<BR>OBJECTTYPE=Unit<BR>,,,,,"-1","0","-1",,,Agricultural,,,,,,"-1","0","-1",,
"633",633<BR>ECID=26fef874-e2fd-41c6-869e-90b0757afafb<BR>ID=26fef874-e2fd-41c6-869e-90b0757afafb<BR>LABEL=UNIT:633||Abutia Amegame|2019819<BR>OWNGEOMETRY=True<BR>EDITED=False<BR>LOCALITY=Abutia Amegame<BR>DATASET=Lots<BR>UNITID=633<BR>DATE=2019-08-19T15:10:00Z<BR>OBJECTTYPE=Unit<BR>,,,,,"-1","0","-1",,,Agricultural,,,,,,"-1","0","-1",,
"634",634<BR>ECID=482965e1-825f-42ba-9e0a-9fb9430f4798<BR>ID=482965e1-825f-42ba-9e0a-9fb9430f4798<BR>LABEL=UNIT:634||Abutia Amegame|2019819<BR>OWNGEOMETRY=True<BR>EDITED=False<BR>LOCALITY=Abutia Amegame<BR>DATASET=Lots<BR>UNITID=634<BR>DATE=2019-08-19T15:10:00Z<BR>OBJECTTYPE=Unit<BR>,,,,,"-1","0","-1",,,Agricultural,,,,,,"-1","0","-1",,
"635",635<BR>ECID=657a8eeb-7dc9-4a49-adbe-c43e7e50f8ce<BR>ID=657a8eeb-7dc9-4a49-adbe-c43e7e50f8ce<BR>LABEL=UNIT:635||Abutia Amegame|2019819<BR>OWNGEOMETRY=True<BR>EDITED=False<BR>LOCALITY=Abutia Amegame<BR>DATASET=Lots<BR>UNITID=635<BR>DATE=2019-08-19T15:10:00Z<BR>OBJECTTYPE=Unit<BR>,,,,,"-1","0","-1",,,Agricultural,,,,,,"-1","0","-1",,
"636",636<BR>ECID=f4dbbf7b-bdb7-4db9-8ceb-ef2b9ee334ea<BR>ID=f4dbbf7b-bdb7-4db9-8ceb-ef2b9ee334ea<BR>LABEL=UNIT:636||Abutia Amegame|2019819<BR>OWNGEOMETRY=True<BR>EDITED=False<BR>LOCALITY=Abutia Amegame<BR>DATASET=Lots<BR>UNITID=636<BR>DATE=2019-08-19T15:10:00Z<BR>OBJECTTYPE=Unit<BR>,,,,,"-1","0","-1",,,Agricultural,,,,,,"-1","0","-1",,
"637",637<BR>ECID=b508f73b-b44e-4bc0-a669-2574db159f2b<BR>ID=b508f73b-b44e-4bc0-a669-2574db159f2b<BR>LABEL=UNIT:637||Abutia Amegame|2019819<BR>OWNGEOMETRY=True<BR>EDITED=False<BR>LOCALITY=Abutia Amegame<BR>DATASET=Lots<BR>UNITID=637<BR>DATE=2019-08-19T15:10:00Z<BR>OBJECTTYPE=Unit<BR>,,,,,"-1","0","-1",,,Agricultural,,,,,,"-1","0","-1",,
"638",638<BR>ECID=961c1f9d-e97d-4971-9428-a0c3dbdd8536<BR>ID=961c1f9d-e97d-4971-9428-a0c3dbdd8536<BR>LABEL=UNIT:638||Abutia Amegame|2019819<BR>OWNGEOMETRY=True<BR>EDITED=False<BR>LOCALITY=Abutia Amegame<BR>DATASET=Lots<BR>UNITID=638<BR>DATE=2019-08-19T15:10:00Z<BR>OBJECTTYPE=Unit<BR>,,,,,"-1","0","-1",,,Agricultural,,,,,,"-1","0","-1",,
"639",639<BR>ECID=4883d930-ab6d-4810-9cf1-1a10c6e95c77<BR>ID=4883d930-ab6d-4810-9cf1-1a10c6e95c77<BR>LABEL=UNIT:639||Abutia Amegame|2019819<BR>OWNGEOMETRY=True<BR>EDITED=False<BR>LOCALITY=Abutia Amegame<BR>DATASET=Lots<BR>UNITID=639<BR>DATE=2019-08-19T15:10:00Z<BR>OBJECTTYPE=Unit<BR>,,,,,"-1","0","-1",,,Agricultural,,,,,,"-1","0","-1",,
"640",640<BR>ECID=141c41ff-48a3-4a02-a0f9-30decd5510da<BR>ID=141c41ff-48a3-4a02-a0f9-30decd5510da<BR>LABEL=UNIT:640||Abutia Amegame|2019819<BR>OWNGEOMETRY=True<BR>EDITED=False<BR>LOCALITY=Abutia Amegame<BR>DATASET=Lots<BR>UNITID=640<BR>DATE=2019-08-19T15:10:00Z<BR>OBJECTTYPE=Unit<BR>,,,,,"-1","0","-1",,,Agricultural,,,,,,"-1","0","-1",,
"672",672<BR>ECID=406a5a9a-6d5f-43ce-8bdb-62a1f93fefe8<BR>ID=406a5a9a-6d5f-43ce-8bdb-62a1f93fefe8<BR>LABEL=UNIT:672||Abutia Amegame|2019819<BR>OWNGEOMETRY=True<BR>EDITED=False<BR>LOCALITY=Abutia Amegame<BR>DATASET=Lots<BR>UNITID=672<BR>DATE=2019-08-19T15:10:00Z<BR>OBJECTTYPE=Unit<BR>,,,,,"-1","0","-1",,,Agricultural,,,,,,"-1","0","-1",,
"703",703<BR>ECID=bb988607-7ada-4421-875f-f92474c57696<BR>ID=bb988607-7ada-4421-875f-f92474c57696<BR>LABEL=UNIT:703||Abutia Amegame|201999<BR>OWNGEOMETRY=True<BR>EDITED=False<BR>LOCALITY=Abutia Amegame<BR>DATASET=Lots<BR>UNITID=703<BR>DATE=2019-09-09T14:33:00Z<BR>OBJECTTYPE=Unit<BR>,,,,,"-1","0","-1",,,Agricultural,,,,,,"-1","0","-1",,
