Lot ID,Transect,Store,Latitude,Longitude,Date,Quantity,Habitat,Check Date,Distance,Type,Created By User,Created On,Day,Day 1,Date Verbatim,Direction Of Observation,Locality
999,2_MA_NE_6,Ghana freezer,6.211814263,0.4426,20/11/2019 10:35,0,Savannah,28/11/2019,100,CDC,naana,28/11/2019 09:40,20,,,,Mafi Agorve
998,2_MA_NE_6,Ghana freezer,6.211362132,0.4426,20/11/2019 10:35,0,Savannah,28/11/2019,50,Heath,naana,28/11/2019 09:39,20,,,,Mafi Agorve
997,2_MA_NE_6,Ghana freezer,6.211271705,0.4426,20/11/2019 10:35,0,Savannah,28/11/2019,40,Pitfall,naana,28/11/2019 09:36,20,,,,Mafi Agorve
996,2_MA_NE_6,Ghana freezer,6.211181279,0.4426,20/11/2019 10:35,0,Savannah,28/11/2019,30,Pitfall,naana,28/11/2019 09:34,20,,,,Mafi Agorve
995,2_MA_NE_6,Ghana freezer,6.211090853,0.4426,20/11/2019 10:35,0,Savannah,28/11/2019,20,Pitfall,naana,28/11/2019 09:23,20,,,,Mafi Agorve
994,2_MA_NE_6,Ghana freezer,6.211000426,0.4426,20/11/2019 10:35,0,Savannah,28/11/2019,10,Pitfall,naana,28/11/2019 09:22,20,,,,Mafi Agorve
993,2_MA_NE_6,Ghana freezer,6.211271705,0.4426,20/11/2019 10:35,0,Savannah,28/11/2019,40,Yellow Pan,naana,28/11/2019 09:21,20,,,,Mafi Agorve
992,2_MA_NE_6,Ghana freezer,6.211181279,0.4426,20/11/2019 10:35,0,Savannah,28/11/2019,30,Yellow Pan,naana,28/11/2019 09:19,20,,,,Mafi Agorve
991,2_MA_NE_6,Ghana freezer,6.211090853,0.4426,20/11/2019 10:35,0,Savannah,28/11/2019,20,Yellow Pan,naana,28/11/2019 09:18,20,,,,Mafi Agorve
990,2_MA_NE_6,Ghana freezer,6.211000426,0.4426,20/11/2019 10:35,0,Savannah,28/11/2019,10,Yellow Pan,naana,28/11/2019 09:17,20,,,,Mafi Agorve
99,AM02,Ghana freezer,6.460389159,0.31763742,21/03/2019 10:15,0,Savannah,,40,Yellow Pan,benadams,22/08/2019 19:47,21,,,,Abutia Amegame
989.4,2_MA_NE_6,,6.21091,0.4426,20/11/2019 10:35,0,,,0,Malaise,talya,25/02/2022 14:15,20,,,,Mafi Agorve
989.3,2_MA_NE_6,,6.21091,0.4426,20/11/2019 10:35,0,,,0,Malaise,talya,25/02/2022 14:06,20,,,,Mafi Agorve
989.2,2_MA_NE_6,,6.21091,0.4426,20/11/2019 10:35,0,,,0,Malaise,talya,25/02/2022 13:43,20,,,,Mafi Agorve
989.1,2_MA_NE_6,,6.21091,0.4426,20/11/2019 10:35,0,,,0,Malaise,talya,25/02/2022 13:18,20,,,,Mafi Agorve
989,2_MA_NE_6,Ghana freezer,6.21091,0.4426,20/11/2019 10:35,0,Savannah,28/11/2019,0,Malaise,naana,28/11/2019 09:16,20,,,,Mafi Agorve
988,2_AA_SW_6,Ghana freezer,6.456580595,0.313229232,18/11/2019 14:23,0,Savannah,27/11/2019,100,CDC,naana,27/11/2019 10:00,18,,,,Abutia Amegame
987,2_AA_SW_6,Ghana freezer,6.456900298,0.312909616,18/11/2019 14:23,0,Savannah,27/11/2019,50,Heath,naana,27/11/2019 09:59,18,,,,Abutia Amegame
986,2_AA_SW_6,Ghana freezer,6.456964238,0.312845693,18/11/2019 14:23,0,Savannah,27/11/2019,40,Pitfall,naana,27/11/2019 09:58,18,,,,Abutia Amegame
985,2_AA_SW_6,Ghana freezer,6.457028179,0.31278177,18/11/2019 14:23,0,Savannah,27/11/2019,30,Pitfall,naana,27/11/2019 09:57,18,,,,Abutia Amegame
984,2_AA_SW_6,Ghana freezer,6.457092119,0.312717847,18/11/2019 14:23,0,Savannah,27/11/2019,20,Pitfall,naana,27/11/2019 09:56,18,,,,Abutia Amegame
983,2_AA_SW_6,Ghana freezer,6.45715606,0.312653923,18/11/2019 14:23,0,Savannah,27/11/2019,10,Pitfall,naana,27/11/2019 09:55,18,,,,Abutia Amegame
982,2_AA_SW_6,Ghana freezer,6.456964238,0.312845693,18/11/2019 14:23,0,Savannah,27/11/2019,40,Yellow Pan,naana,27/11/2019 09:53,18,,,,Abutia Amegame
981,2_AA_SW_6,Ghana freezer,6.457028179,0.31278177,18/11/2019 14:23,0,Savannah,27/11/2019,30,Yellow Pan,naana,27/11/2019 09:52,18,,,,Abutia Amegame
980,2_AA_SW_6,Ghana freezer,6.457092119,0.312717847,18/11/2019 14:23,0,Savannah,27/11/2019,20,Yellow Pan,naana,27/11/2019 09:51,18,,,,Abutia Amegame
98,AM02,Ghana freezer,6.460389159,0.317727822,21/03/2019 10:15,0,Savannah,,30,Yellow Pan,benadams,22/08/2019 19:45,21,,,,Abutia Amegame
979,2_AA_SW_6,Ghana freezer,6.45715606,0.312653923,18/11/2019 14:23,0,Savannah,27/11/2019,10,Yellow Pan,naana,27/11/2019 09:49,18,,,,Abutia Amegame
978.4,2_AA_SW_6,,6.45722,0.31259,18/11/2019 14:23,0,,,0,Malaise,talya,25/02/2022 14:12,18,,,,Abutia Amegame
978.3,2_AA_SW_6,,6.45722,0.31259,18/11/2019 14:23,0,,,0,Malaise,talya,25/02/2022 14:04,18,,,,Abutia Amegame
978.2,2_AA_SW_6,,6.45722,0.31259,18/11/2019 14:23,0,,,0,Malaise,talya,25/02/2022 13:40,18,,,,Abutia Amegame
978.1,2_AA_SW_6,,6.45722,0.31259,18/11/2019 14:23,0,,,0,Malaise,talya,25/02/2022 13:16,18,,,,Abutia Amegame
978,2_AA_SW_6,Ghana freezer,6.45722,0.31259,18/11/2019 14:23,0,Savannah,27/11/2019,0,Malaise,naana,27/11/2019 09:48,18,,,,Abutia Amegame
977,2_AA_NW_6,Ghana freezer,6.458905745,0.3149,18/11/2019 13:48,0,Savannah,27/11/2019,100,CDC,naana,27/11/2019 09:47,18,,,,Abutia Amegame
976,2_AA_NW_6,Ghana freezer,6.459357873,0.3149,18/11/2019 13:48,0,Savannah,27/11/2019,50,Heath,naana,27/11/2019 09:45,18,,,,Abutia Amegame
975,2_AA_NW_6,Ghana freezer,6.459448298,0.3149,18/11/2019 13:48,0,Savannah,27/11/2019,40,Pitfall,naana,27/11/2019 09:44,18,,,,Abutia Amegame
974,2_AA_NW_6,Ghana freezer,6.459538724,0.3149,18/11/2019 13:48,0,Savannah,27/11/2019,30,Pitfall,naana,27/11/2019 09:42,18,,,,Abutia Amegame
973,2_AA_NW_6,Ghana freezer,6.459629149,0.3149,18/11/2019 13:48,0,Savannah,27/11/2019,20,Pitfall,naana,27/11/2019 09:41,18,,,,Abutia Amegame
972,2_AA_NW_6,Ghana freezer,6.459719575,0.3149,18/11/2019 13:48,0,Savannah,27/11/2019,10,Pitfall,naana,27/11/2019 09:40,18,,,,Abutia Amegame
971,2_AA_NE_6,Ghana freezer,6.45859,0.317551606,18/11/2019 12:44,0,Savannah,27/11/2019,40,Yellow Pan,naana,27/11/2019 09:38,18,,,,Abutia Amegame
970,2_AA_NW_6,Ghana freezer,6.459538724,0.3149,18/11/2019 13:48,0,Savannah,27/11/2019,30,Yellow Pan,naana,27/11/2019 09:38,18,,,,Abutia Amegame
97,AM02,Ghana freezer,6.460389159,0.317818224,21/03/2019 10:15,0,Savannah,,20,Yellow Pan,benadams,22/08/2019 19:39,21,,,,Abutia Amegame
969,2_AA_NW_6,Ghana freezer,6.459629149,0.3149,18/11/2019 13:48,0,Savannah,27/11/2019,20,Yellow Pan,naana,27/11/2019 09:35,18,,,,Abutia Amegame
968,2_AA_NW_6,Ghana freezer,6.459719575,0.3149,18/11/2019 13:48,0,Savannah,27/11/2019,10,Yellow Pan,naana,27/11/2019 09:34,18,,,,Abutia Amegame
967.4,2_AA_NW_6,,6.45981,0.3149,18/11/2019 13:48,0,,,0,Malaise,talya,25/02/2022 14:11,18,,,,Abutia Amegame
967.3,2_AA_NW_6,,6.45981,0.3149,18/11/2019 13:48,0,,,0,Malaise,talya,25/02/2022 14:02,18,,,,Abutia Amegame
967.2,2_AA_NW_6,,6.45981,0.3149,18/11/2019 13:48,0,,,0,Malaise,talya,25/02/2022 13:39,18,,,,Abutia Amegame
967.1,2_AA_NW_6,,6.45981,0.3149,18/11/2019 13:48,0,,,0,Malaise,talya,25/02/2022 13:14,18,,,,Abutia Amegame
967,2_AA_NW_6,Ghana freezer,6.45981,0.3149,18/11/2019 13:48,0,Savannah,27/11/2019,0,Malaise,naana,27/11/2019 09:33,18,,,,Abutia Amegame
966,2_AA_SE_6,Ghana freezer,6.456149999,0.31745401,18/11/2019 13:01,0,Savannah,27/11/2019,100,CDC,naana,27/11/2019 09:29,18,,,,Abutia Amegame
965,2_AA_SE_6,Ghana freezer,6.45615,0.317002005,18/11/2019 13:01,0,Savannah,27/11/2019,50,Heath,naana,27/11/2019 09:28,18,,,,Abutia Amegame
964,2_AA_SE_6,Ghana freezer,6.45615,0.316911604,18/11/2019 13:01,0,Savannah,27/11/2019,40,Pitfall,naana,27/11/2019 09:27,18,,,,Abutia Amegame
963,2_AA_SE_6,Ghana freezer,6.45615,0.316821203,18/11/2019 13:01,0,Savannah,27/11/2019,30,Pitfall,naana,27/11/2019 09:26,18,,,,Abutia Amegame
962,2_AA_SE_6,Ghana freezer,6.45615,0.316730802,18/11/2019 13:01,0,Savannah,27/11/2019,20,Pitfall,naana,27/11/2019 09:25,18,,,,Abutia Amegame
961,2_AA_SE_6,Ghana freezer,6.45615,0.316640401,18/11/2019 13:01,0,Savannah,27/11/2019,10,Pitfall,naana,27/11/2019 09:25,18,,,,Abutia Amegame
960,2_AA_SE_6,Ghana freezer,6.45615,0.316911604,18/11/2019 13:01,0,Savannah,27/11/2019,40,Yellow Pan,naana,27/11/2019 09:24,18,,,,Abutia Amegame
96,AM02,Ghana freezer,6.460389159,0.317908626,21/03/2019 10:15,0,Savannah,,10,Yellow Pan,benadams,22/08/2019 19:38,21,,,,Abutia Amegame
959,2_AA_SE_6,Ghana freezer,6.45615,0.316821203,18/11/2019 13:01,0,Savannah,27/11/2019,30,Yellow Pan,naana,27/11/2019 09:21,18,,,,Abutia Amegame
958,2_AA_SE_6,Ghana freezer,6.45615,0.316730802,18/11/2019 12:44,0,Savannah,27/11/2019,20,Yellow Pan,naana,27/11/2019 09:20,18,,,,Abutia Amegame
957,2_AA_SE_6,Ghana freezer,6.45615,0.316640401,18/11/2019 12:44,0,Savannah,27/11/2019,10,Yellow Pan,naana,27/11/2019 09:18,18,,,,Abutia Amegame
956.4,2_AA_SE_6,,6.45615,0.31655,18/11/2019 13:01,0,,,0,Malaise,talya,25/02/2022 14:13,18,,,,Abutia Amegame
956.3,2_AA_SE_6,,6.45615,0.31655,18/11/2019 13:01,0,,,0,Malaise,talya,25/02/2022 14:04,18,,,,Abutia Amegame
956.2,2_AA_SE_6,,6.45615,0.31655,18/11/2019 13:01,0,,,0,Malaise,talya,25/02/2022 13:41,18,,,,Abutia Amegame
956.1,2_AA_SE_6,,6.45615,0.31655,18/11/2019 13:01,0,,,0,Malaise,talya,25/02/2022 13:16,18,,,,Abutia Amegame
956,2_AA_SE_6,Ghana freezer,6.45615,0.31655,18/11/2019 12:44,0,Savannah,27/11/2019,0,Malaise,naana,27/11/2019 09:17,18,,,,Abutia Amegame
955,2_AA_NE_6,Ghana freezer,6.458589999,0.318094015,18/11/2019 12:44,0,Savannah,27/11/2019,100,CDC,naana,27/11/2019 09:16,18,,,,Abutia Amegame
954,2_AA_NE_6,Ghana freezer,6.45859,0.317642007,18/11/2019 12:44,0,Savannah,27/11/2019,50,Heath,naana,27/11/2019 09:14,18,,,,Abutia Amegame
953,2_AA_NE_6,Ghana freezer,6.45859,0.317551606,18/11/2019 12:44,0,Savannah,27/11/2019,40,Pitfall,naana,27/11/2019 09:13,18,,,,Abutia Amegame
952,2_AA_NE_6,Ghana freezer,6.45859,0.317461204,18/11/2019 12:44,0,Savannah,27/11/2019,30,Pitfall,naana,27/11/2019 09:12,18,,,,Abutia Amegame
951,2_AA_NE_6,Ghana freezer,6.45859,0.317370803,18/11/2019 12:44,0,Savannah,27/11/2019,20,Pitfall,naana,27/11/2019 09:11,18,,,,Abutia Amegame
950,2_AA_NE_6,Ghana freezer,6.45859,0.317280401,18/11/2019 12:44,0,Savannah,27/11/2019,10,Pitfall,naana,27/11/2019 09:08,18,,,,Abutia Amegame
95,AM02,Ghana freezer,6.460389159,0.317999028,21/03/2019 10:15,0,Savannah,,0,Malaise,benadams,22/08/2019 19:36,21,,,,Abutia Amegame
949,2_AA_NE_6,Ghana freezer,6.45859,0.317551606,18/11/2019 12:44,0,Savannah,27/11/2019,40,Yellow Pan,naana,27/11/2019 09:07,18,,,,Abutia Amegame
948,2_AA_NE_6,Ghana freezer,6.45859,0.317461204,18/11/2019 12:44,0,Savannah,27/11/2019,30,Yellow Pan,naana,27/11/2019 09:05,18,,,,Abutia Amegame
947,2_AA_NE_6,Ghana freezer,6.45859,0.317370803,18/11/2019 12:44,0,Savannah,27/11/2019,20,Yellow Pan,naana,27/11/2019 09:04,18,,,,Abutia Amegame
946,2_AA_NE_6,Ghana freezer,6.45859,0.317280401,18/11/2019 12:44,0,Savannah,27/11/2019,10,Yellow Pan,naana,27/11/2019 09:02,18,,,,Abutia Amegame
945.4,2_AA_NE_6,,6.45859,0.31719,18/11/2019 12:44,0,,,0,Malaise,talya,25/02/2022 14:11,18,,,,Abutia Amegame
945.3,2_AA_NE_6,,6.45859,0.31719,18/11/2019 12:44,0,,,0,Malaise,talya,25/02/2022 14:03,18,,,,Abutia Amegame
945.2,2_AA_NE_6,,6.45859,0.31719,18/11/2019 12:44,0,,,0,Malaise,talya,25/02/2022 13:39,18,,,,Abutia Amegame
945.1,2_AA_NE_6,,6.45859,0.31719,18/11/2019 12:44,0,,,0,Malaise,talya,25/02/2022 13:15,18,,,,Abutia Amegame
945,2_AA_NE_6,Ghana freezer,6.45859,0.31719,18/11/2019 12:44,0,Savannah,27/11/2019,0,Malaise,naana,27/11/2019 09:00,18,,,,Abutia Amegame
944,2_MA_SW_5,Ghana freezer,6.208020589,0.438548927,30/10/2019 12:23,0,Savannah,05/11/2019,100,CDC,naana,05/11/2019 11:49,30,,,,Mafi Agorve
943,2_MA_SW_5,Ghana freezer,6.208340295,0.438229464,30/10/2019 12:23,0,Savannah,05/11/2019,50,Heath,naana,05/11/2019 11:48,30,,,,Mafi Agorve
942,2_MA_SW_5,Ghana freezer,6.208404236,0.438165571,30/10/2019 12:23,0,Savannah,05/11/2019,40,Pitfall,naana,05/11/2019 11:46,30,,,,Mafi Agorve
941,2_MA_SW_5,Ghana freezer,6.208468177,0.438101678,30/10/2019 12:23,0,Savannah,05/11/2019,30,Pitfall,naana,05/11/2019 11:45,30,,,,Mafi Agorve
940,2_MA_SW_5,Ghana freezer,6.208532118,0.438037785,30/10/2019 12:23,0,Savannah,05/11/2019,20,Pitfall,naana,05/11/2019 11:44,30,,,,Mafi Agorve
94,AM04,Ghana freezer,6.462234819,0.317058969,20/03/2019 09:25,0,,,40,Pitfall,talya,22/06/2020 15:52,20,,,,Abutia Amegame
939,2_MA_SW_5,Ghana freezer,6.208596059,0.437973893,30/10/2019 12:23,0,Savannah,05/11/2019,10,Pitfall,naana,05/11/2019 11:43,30,,,,Mafi Agorve
938,2_MA_SW_5,Ghana freezer,6.208404236,0.438165571,30/10/2019 12:23,0,Savannah,05/11/2019,40,Yellow Pan,naana,05/11/2019 11:42,30,,,,Mafi Agorve
937,2_MA_SW_5,Ghana freezer,6.208468177,0.438101678,30/10/2019 12:23,0,Savannah,05/11/2019,30,Yellow Pan,naana,05/11/2019 11:35,30,,,,Mafi Agorve
936,2_MA_SW_5,Ghana freezer,6.208532118,0.438037785,30/10/2019 12:23,0,Savannah,05/11/2019,20,Yellow Pan,naana,05/11/2019 11:34,30,,,,Mafi Agorve
935,2_MA_SW_5,Ghana freezer,6.208596059,0.437973893,30/10/2019 12:23,0,Savannah,05/11/2019,10,Yellow Pan,naana,05/11/2019 11:33,30,,,,Mafi Agorve
934.4,2_MA_SW_5,,6.20866,0.43791,30/10/2019 12:23,0,,,0,Malaise,talya,25/02/2022 14:16,30,,,,Mafi Agorve
934.3,2_MA_SW_5,,6.20866,0.43791,30/10/2019 12:23,0,,,0,Malaise,talya,25/02/2022 14:07,30,,,,Mafi Agorve
934.2,2_MA_SW_5,,6.20866,0.43791,30/10/2019 12:23,0,,,0,Malaise,talya,25/02/2022 13:44,30,,,,Mafi Agorve
934.1,2_MA_SW_5,,6.20866,0.43791,30/10/2019 12:23,0,,,0,Malaise,talya,25/02/2022 13:19,30,,,,Mafi Agorve
934,2_MA_SW_5,Ghana freezer,6.20866,0.43791,30/10/2019 12:23,0,Savannah,05/11/2019,0,Malaise,naana,05/11/2019 11:31,30,,,,Mafi Agorve
933,2_MA_SE_5,Ghana freezer,6.20970941,0.445878929,30/10/2019 11:16,0,Savannah,05/11/2019,100,CDC,naana,05/11/2019 11:30,30,,,,Mafi Agorve
932,2_MA_SE_5,Ghana freezer,6.209389705,0.445559464,30/10/2019 11:16,0,Savannah,05/11/2019,50,Heath,naana,05/11/2019 11:28,30,,,,Mafi Agorve
931,2_MA_SE_5,Ghana freezer,6.209325764,0.445495571,30/10/2019 11:16,0,Savannah,05/11/2019,40,Pitfall,naana,05/11/2019 11:27,30,,,,Mafi Agorve
930,2_MA_SE_5,Ghana freezer,6.209261823,0.445431678,30/10/2019 11:16,0,Savannah,05/11/2019,30,Pitfall,naana,05/11/2019 11:25,30,,,,Mafi Agorve
93,AM04,Ghana freezer,6.462170879,0.316995045,20/03/2019 09:25,0,,,30,Pitfall,talya,22/06/2020 15:52,20,,,,Abutia Amegame
929,2_MA_SE_5,Ghana freezer,6.209197882,0.445367786,30/10/2019 11:16,0,Savannah,05/11/2019,20,Pitfall,naana,05/11/2019 11:21,30,,,,Mafi Agorve
928,2_MA_SE_5,Ghana freezer,6.209133941,0.445303893,30/10/2019 11:16,0,Savannah,05/11/2019,10,Pitfall,naana,05/11/2019 11:20,30,,,,Mafi Agorve
927,2_MA_SE_5,Ghana freezer,6.209325764,0.445495571,30/10/2019 11:16,0,Savannah,05/11/2019,40,Yellow Pan,naana,05/11/2019 11:03,30,,,,Mafi Agorve
926,2_MA_SE_5,Ghana freezer,6.209261823,0.445431678,30/10/2019 11:16,0,Savannah,05/11/2019,30,Yellow Pan,naana,05/11/2019 11:01,30,,,,Mafi Agorve
925,2_MA_SE_5,Ghana freezer,6.209197882,0.445367786,30/10/2019 11:16,0,Savannah,05/11/2019,20,Yellow Pan,naana,05/11/2019 11:00,30,,,,Mafi Agorve
924,2_MA_SE_5,Ghana freezer,6.209133941,0.445303893,30/10/2019 11:16,0,Savannah,05/11/2019,10,Yellow Pan,naana,05/11/2019 10:59,30,,,,Mafi Agorve
923.4,2_MA_SE_5,,6.20907,0.44524,30/10/2019 11:16,0,,,0,Malaise,talya,25/02/2022 14:16,30,,,,Mafi Agorve
923.3,2_MA_SE_5,,6.20907,0.44524,30/10/2019 11:16,0,,,0,Malaise,talya,25/02/2022 14:07,30,,,,Mafi Agorve
923.2,2_MA_SE_5,,6.20907,0.44524,30/10/2019 11:16,0,,,0,Malaise,talya,25/02/2022 13:44,30,,,,Mafi Agorve
923.1,2_MA_SE_5,,6.20907,0.44524,30/10/2019 11:16,0,,,0,Malaise,talya,25/02/2022 13:19,30,,,,Mafi Agorve
923,2_MA_SE_5,Ghana freezer,6.20907,0.44524,28/10/2019 13:25,0,Savannah,04/11/2019,0,Malaise,naana,04/11/2019 14:17,28,,,,Mafi Agorve
922,2_MA_NW_5,Ghana freezer,6.209425737,0.44137,30/10/2019 10:53,0,Savannah,04/11/2019,100,CDC,naana,04/11/2019 17:09,30,,,,Mafi Agorve
921,2_MA_NW_5,Ghana freezer,6.209877868,0.44137,30/10/2019 10:53,0,Savannah,04/11/2019,50,Heath,naana,04/11/2019 17:08,30,,,,Mafi Agorve
920,2_MA_NW_5,Ghana freezer,6.209968295,0.44137,30/10/2019 10:53,0,Savannah,04/11/2019,40,Pitfall,naana,04/11/2019 17:07,30,,,,Mafi Agorve
92,AM04,Ghana freezer,6.462106939,0.316931121,20/03/2019 09:25,0,,,20,Pitfall,talya,22/06/2020 15:52,20,,,,Abutia Amegame
919,2_MA_NW_5,Ghana freezer,6.210058721,0.44137,30/10/2019 10:53,0,Savannah,04/11/2019,30,Pitfall,naana,04/11/2019 17:05,30,,,,Mafi Agorve
918,2_MA_NW_5,Ghana freezer,6.210149147,0.44137,30/10/2019 10:53,0,Savannah,04/11/2019,20,Pitfall,naana,04/11/2019 17:04,30,,,,Mafi Agorve
917,2_MA_NW_5,Ghana freezer,6.210239574,0.44137,30/10/2019 10:53,0,Savannah,04/11/2019,10,Pitfall,naana,04/11/2019 17:01,30,,,,Mafi Agorve
916,2_MA_NW_5,Ghana freezer,6.209968295,0.44137,30/10/2019 10:53,0,Savannah,04/11/2019,40,Yellow Pan,naana,04/11/2019 17:00,30,,,,Mafi Agorve
915,2_MA_NW_5,Ghana freezer,6.210058721,0.44137,30/10/2019 10:53,0,Savannah,04/11/2019,30,Yellow Pan,naana,04/11/2019 16:59,30,,,,Mafi Agorve
914,2_MA_NW_5,Ghana freezer,6.210149147,0.44137,30/10/2019 10:53,0,Savannah,04/11/2019,20,Yellow Pan,naana,04/11/2019 16:57,30,,,,Mafi Agorve
913,2_MA_NW_5,Ghana freezer,6.210239574,0.44137,30/10/2019 10:53,0,Savannah,04/11/2019,10,Yellow Pan,naana,04/11/2019 16:56,30,,,,Mafi Agorve
912.4,2_MA_NW_5,,6.21033,0.44137,30/10/2019 10:53,0,,,0,Malaise,talya,25/02/2022 14:15,30,,,,Mafi Agorve
912.3,2_MA_NW_5,,6.21033,0.44137,30/10/2019 10:53,0,,,0,Malaise,talya,25/02/2022 14:06,30,,,,Mafi Agorve
912.2,2_MA_NW_5,,6.21033,0.44137,30/10/2019 10:53,0,,,0,Malaise,talya,25/02/2022 13:43,30,,,,Mafi Agorve
912.1,2_MA_NW_5,,6.21033,0.44137,30/10/2019 10:53,0,,,0,Malaise,talya,25/02/2022 13:18,30,,,,Mafi Agorve
912,2_MA_NW_5,Ghana freezer,6.21033,0.44137,30/10/2019 10:53,0,Savannah,04/11/2019,0,Malaise,naana,04/11/2019 16:54,30,,,,Mafi Agorve
911,2_MA_NE_5,Ghana freezer,6.209690589,0.440731071,30/10/2019 10:22,0,Savannah,04/11/2019,100,CDC,naana,04/11/2019 16:53,30,,,,Mafi Agorve
910,2_MA_NE_5,Ghana freezer,6.210010295,0.441050535,30/10/2019 10:22,0,Savannah,04/11/2019,50,Heath,naana,04/11/2019 16:52,30,,,,Mafi Agorve
91,AM04,Ghana freezer,6.462042998,0.316867197,20/03/2019 09:25,0,,,10,Pitfall,talya,22/06/2020 15:52,20,,,,Abutia Amegame
909,2_MA_NE_5,Ghana freezer,6.210074236,0.441114428,30/10/2019 10:22,0,Savannah,04/11/2019,40,Pitfall,naana,04/11/2019 16:51,30,,,,Mafi Agorve
908,2_MA_NE_5,Ghana freezer,6.210138177,0.441178321,30/10/2019 10:22,0,Savannah,04/11/2019,30,Pitfall,naana,04/11/2019 16:49,30,,,,Mafi Agorve
907,2_MA_NE_5,Ghana freezer,6.210202118,0.441242214,30/10/2019 10:22,0,Savannah,04/11/2019,20,Pitfall,naana,04/11/2019 16:48,30,,,,Mafi Agorve
906,2_MA_NE_5,Ghana freezer,6.210266059,0.441306107,30/10/2019 10:22,0,Savannah,04/11/2019,10,Pitfall,naana,04/11/2019 16:47,30,,,,Mafi Agorve
905,2_MA_NE_5,Ghana freezer,6.210074236,0.441114428,30/10/2019 10:22,0,Savannah,04/11/2019,40,Yellow Pan,naana,04/11/2019 16:46,30,,,,Mafi Agorve
904,2_MA_NE_5,Ghana freezer,6.210138177,0.441178321,30/10/2019 10:22,0,Savannah,04/11/2019,30,Yellow Pan,naana,04/11/2019 16:45,30,,,,Mafi Agorve
903,2_MA_NE_5,Ghana freezer,6.210202118,0.441242214,30/10/2019 10:22,0,Savannah,04/11/2019,20,Yellow Pan,naana,04/11/2019 16:43,30,,,,Mafi Agorve
902,2_MA_NE_5,Ghana freezer,6.210266059,0.441306107,30/10/2019 10:22,0,Savannah,04/11/2019,10,Yellow Pan,naana,04/11/2019 16:42,30,,,,Mafi Agorve
901.4,2_MA_NE_5,,6.21033,0.44137,30/10/2019 10:22,0,,,0,Malaise,talya,25/02/2022 14:15,30,,,,Mafi Agorve
901.3,2_MA_NE_5,,6.21033,0.44137,30/10/2019 10:22,0,,,0,Malaise,talya,25/02/2022 14:06,30,,,,Mafi Agorve
901.2,2_MA_NE_5,,6.21033,0.44137,30/10/2019 10:22,0,,,0,Malaise,talya,25/02/2022 13:43,30,,,,Mafi Agorve
901.1,2_MA_NE_5,,6.21033,0.44137,30/10/2019 10:22,0,,,0,Malaise,talya,25/02/2022 13:19,30,,,,Mafi Agorve
901,2_MA_NE_5,Ghana freezer,6.21033,0.44137,30/10/2019 10:22,0,Savannah,04/11/2019,0,Malaise,naana,04/11/2019 16:32,30,,,,Mafi Agorve
900,2_AA_SW_5,Ghana freezer,6.459590595,0.318980764,28/10/2019 15:35,0,Savannah,04/11/2019,100,CDC,naana,04/11/2019 16:30,28,,,,Abutia Amegame
90,AM04,Ghana freezer,6.462234819,0.317058969,20/03/2019 09:25,0,Savannah,,40,Yellow Pan,naana,24/07/2019 12:16,20,,,,Abutia Amegame
9,AA01,Ghana freezer,6.458167,0.316333606,26/02/2019 00:00,0,Savannah,12/08/2019,40,Yellow Pan,naana,12/02/2020 09:53,26,,,,Abutia Amegame
899,2_AA_SW_5,Ghana freezer,6.459910298,0.319300382,28/10/2019 15:35,0,Savannah,04/11/2019,50,Heath,naana,04/11/2019 16:29,28,,,,Abutia Amegame
898,2_AA_SW_5,Ghana freezer,6.459974238,0.319364305,28/10/2019 15:35,0,Savannah,04/11/2019,40,Pitfall,naana,04/11/2019 16:28,28,,,,Abutia Amegame
897,2_AA_SW_5,Ghana freezer,6.460038179,0.319428229,28/10/2019 15:35,0,Savannah,04/11/2019,30,Pitfall,naana,04/11/2019 16:27,28,,,,Abutia Amegame
896,2_AA_SW_5,Ghana freezer,6.460102119,0.319492153,28/10/2019 15:35,0,Savannah,04/11/2019,20,Pitfall,naana,04/11/2019 16:26,28,,,,Abutia Amegame
895,2_AA_SW_5,Ghana freezer,6.46016606,0.319556076,28/10/2019 15:35,0,Savannah,04/11/2019,10,Pitfall,naana,04/11/2019 16:22,28,,,,Abutia Amegame
894,2_AA_SW_5,Ghana freezer,6.459974238,0.319364305,28/10/2019 15:35,0,Savannah,04/11/2019,40,Yellow Pan,naana,04/11/2019 16:16,28,,,,Abutia Amegame
893,2_AA_SW_5,Ghana freezer,6.460038179,0.319428229,28/10/2019 15:07,0,Savannah,04/11/2019,30,Yellow Pan,naana,04/11/2019 16:14,28,,,,Abutia Amegame
892,2_AA_SW_5,Ghana freezer,6.460102119,0.319492153,28/10/2019 15:07,0,Savannah,04/11/2019,20,Yellow Pan,naana,04/11/2019 16:12,28,,,,Abutia Amegame
891,2_AA_SW_5,Ghana freezer,6.46016606,0.319556076,28/10/2019 15:07,0,Savannah,04/11/2019,10,Yellow Pan,naana,04/11/2019 16:11,28,,,,Abutia Amegame
890.4,2_AA_SW_5,,6.46023,0.31962,28/10/2019 15:35,0,,,0,Malaise,talya,25/02/2022 14:11,28,,,,Abutia Amegame
890.3,2_AA_SW_5,,6.46023,0.31962,28/10/2019 15:35,0,,,0,Malaise,talya,25/02/2022 14:02,28,,,,Abutia Amegame
