BIN	TotalMembers	Taxa	Count in Project	Unique
BOLD:AGF3338	1	Crabronidae	1	T
BOLD:AGF3350	1	Gasteruptiidae	1	T
BOLD:AGF3370	1	Formicidae	1	T
BOLD:AGF3383	1	Scoliidae	1	T
BOLD:AGF3385	1	Torymidae	1	T
BOLD:AGF3391	1	Opiinae	1	T
BOLD:AGF3392	1	Doryctinae	1	T
BOLD:AGF3404	1	Eulophidae	1	T
BOLD:AGF3419	1	Evaniidae	1	T
BOLD:AGF3438	1	Agathidinae	1	T
BOLD:AGF3473	1	Nomiinae	1	T
BOLD:AGF3497	1	Bembicinae	1	T
BOLD:AGF3593	1	Larrinae	1	T
BOLD:AGF3916	1	Gasteruptiidae	1	T
BOLD:AGF3917	1	Tiphiinae	1	T
BOLD:AGF3918	1	Eupelminae	1	T
BOLD:AGF3968	1	Scelionidae	1	T
BOLD:AGF3969	1	Formicidae	1	T
BOLD:AGF3970	1	Formicidae	1	T
BOLD:AGF3986	1	Eulophidae	1	T
BOLD:AGF4098	1	Hemiptera	1	T
BOLD:AGF4187	1	Hemiptera	1	T
BOLD:AGF4188	1	Tingidae	1	T
BOLD:AGF4240	1	Membracidae	1	T
BOLD:AGF4319	3	Hemiptera	3	T
BOLD:AGF4321	1	Delphacidae	1	T
BOLD:AGF4451	1	Coreidae	1	T
BOLD:AGF4549	1	Hemiptera	1	T
BOLD:AGF4555	1	Hemiptera	1	T
BOLD:AGF4569	1	Cicadellidae	1	T
BOLD:AGF4571	1	Cicadellidae	1	T
BOLD:AGF4687	1	Hemiptera	1	T
BOLD:AGF4690	1	Cicadellidae	1	T
BOLD:AGF4775	1	Hemiptera	1	T
BOLD:AGF4777	2	Fulgoroidea_incertae_sedis	2	T
BOLD:AGF4779	1	Tingidae	1	T
BOLD:AGF4823	1	Reduviidae	1	T
BOLD:AGF4844	1	Hemiptera	1	T
BOLD:AGF4863	1	Hemiptera	1	T
BOLD:AGF4865	1	Hemiptera	1	T
BOLD:AGF5464	1	Cecidomyiidae	1	T
BOLD:AGF5468	1	Sphaeroceridae	1	T
BOLD:AGF5469	1	Agromyzidae	1	T
BOLD:AGF5637	1	Ceratopogonidae	1	T
BOLD:AGF5650	1	Chloropidae	1	T
BOLD:AGF5651	1	Hybotidae	1	T
BOLD:AGF5653	1	Atherigoninae	1	T
BOLD:AGF5654	1	Cecidomyiidae	1	T
BOLD:AGF5656	1	Atherigoninae	1	T
BOLD:AGF5657	1	Cecidomyiidae	1	T
BOLD:AGF5658	2	Cecidomyiidae	2	T
BOLD:AGF5660	2	Cecidomyiidae	2	T
BOLD:AGF5661	1	Lauxaniidae	1	T
BOLD:AGF5663	1	Chironomidae	1	T
BOLD:AGF5664	1	Cecidomyiidae	1	T
BOLD:AGF5797	1	Cecidomyiidae	1	T
BOLD:AGF5842	1	Phoridae	1	T
BOLD:AGF5867	1	Diopsidae	1	T
BOLD:AGF5871	1	Sarcophagidae	1	T
BOLD:AGF5874	1	Diptera	1	T
BOLD:AGF5879	1	Hybotidae	1	T
BOLD:AGF5883	1	Phoridae	1	T
BOLD:AGF6452	1	Cecidomyiidae	1	T
BOLD:AGF6453	1	Pseudepicausta	1	T
BOLD:AGF6455	1	Chloropidae	1	T
BOLD:AGF6460	1	Atherigoninae	1	T
BOLD:AGF6461	1	Ceratopogonidae	1	T
BOLD:AGF6462	1	Milichia	1	T
BOLD:AGF6512	1	Chloropidae	1	T
BOLD:AGF6513	1	Milichia	1	T
BOLD:AGF6514	1	Chloropidae	1	T
BOLD:AGF6541	2	Phoridae	2	T
BOLD:AGF6542	3	Cecidomyiidae	3	T
BOLD:AGF6543	1	Phoridae	1	T
BOLD:AGF6544	3	Cecidomyiidae	3	T
BOLD:AGF6545	2	Cecidomyiidae	2	T
BOLD:AGF6546	1	Cecidomyiidae	1	T
BOLD:AGF6547	1	Phoridae	1	T
BOLD:AGF6548	1	Cecidomyiidae	1	T
BOLD:AGF6549	1	Ceratopogonidae	1	T
BOLD:AGF6553	1	Cecidomyiidae	1	T
BOLD:AGF6554	1	Cecidomyiidae	1	T
BOLD:AGF7234	1	Cecidomyiidae	1	T
BOLD:AGF7236	2	Tabaninae	2	T
BOLD:AGF7237	1	Bombyliidae	1	T
BOLD:AGF7238	1	Tabanidae	1	T
BOLD:AGF7239	1	Tachinidae	1	T
BOLD:AGF7240	1	Tachinidae	1	T
BOLD:AGF7241	3	Diptera	1	T
BOLD:AGF7241	3	Sarcophagidae	2	T
BOLD:AGF7242	1	Tachinidae	1	T
BOLD:AGF7244	1	Sarcophagidae	1	T
BOLD:AGF7245	1	Calliphoridae	1	T
BOLD:AGF7246	1	Tachinidae	1	T
BOLD:AGF7248	1	Sarcophagidae	1	T
BOLD:AGF7250	2	Cecidomyiidae	2	T
BOLD:AGF7251	1	Orthoptera	1	T
BOLD:AGF7252	1	Milichiidae	1	T
BOLD:AGF7254	1	Cecidomyiidae	1	T
BOLD:AGF7255	1	Bengaliinae	1	T
BOLD:AGF7257	1	Lonchaeidae	1	T
BOLD:AGF7258	1	Milichia	1	T
BOLD:AGF7259	1	Chloropidae	1	T
BOLD:AGF7260	1	Atherigoninae	1	T
BOLD:AGF7261	1	Cecidomyiidae	1	T
BOLD:AGF7262	1	Cecidomyiidae	1	T
BOLD:AGF7263	2	Pipunculidae	2	T
BOLD:AGF7264	2	Phoridae	2	T
BOLD:AGF7265	2	Pipunculidae	2	T
BOLD:AGF7266	1	Phoridae	1	T
BOLD:AGF8133	1	Cecidomyiidae	1	T
BOLD:AGF8175	1	Chloropidae	1	T
BOLD:AGF8194	1	Dolichopodidae	1	T
BOLD:AGF8210	1	Mycetophilidae	1	T
BOLD:AGF8300	1	Drosophilidae	1	T
BOLD:AGF8315	1	Cecidomyiinae	1	T
BOLD:AGF8316	1	Cecidomyiidae	1	T
BOLD:AGF8317	1	Cecidomyiidae	1	T
BOLD:AGF8320	1	Cecidomyiidae	1	T
BOLD:AGF8322	1	Sciaridae	1	T
BOLD:AGF8324	1	Cecidomyiidae	1	T
BOLD:AGF8422	1	Tachinidae	1	T
BOLD:AGF8423	1	Cecidomyiidae	1	T
BOLD:AGF8424	1	Cecidomyiidae	1	T
BOLD:AGF8425	1	Diptera	1	T
BOLD:AGF8426	2	Sarcophagidae	2	T
BOLD:AGF9411	2	Dolichopodidae	2	T
BOLD:AGF9415	2	Oscinellinae	2	T
BOLD:AGF9430	1	Cecidomyiidae	1	T
BOLD:AGF9433	1	Glossinidae	1	T
BOLD:AGF9434	1	Calliphoridae	1	T
BOLD:AGF9435	1	Diopsidae	1	T
BOLD:AGF9436	1	Muscidae	1	T
BOLD:AGF9444	1	Dolichopodidae	1	T
BOLD:AGF9445	1	Stratiomyidae	1	T
BOLD:AGF9446	1	Agromyzidae	1	T
BOLD:AGF9448	1	Tachinidae	1	T
BOLD:AGF9452	1	Cecidomyiidae	1	T
BOLD:AGF9453	1	Tachinidae	1	T
BOLD:AGF9611	1	Milichia	1	T
BOLD:AGF9643	1	Ceratopogonidae	1	T
BOLD:AGF9820	1	Diplopoda	1	T
BOLD:AGF9876	1	Entomobryomorpha	1	T
BOLD:AGF9881	1	Entomobryomorpha	1	T
BOLD:AGF9899	1	Collembola	1	T
BOLD:AGG0042	1	Chrysomelidae	1	T
BOLD:AGG0045	1	Chrysomelidae	1	T
BOLD:AGG0051	1	Curculionidae	1	T
BOLD:AGG0052	1	Staphylinidae	1	T
BOLD:AGG0071	1	Meloinae	1	T
BOLD:AGG0104	1	Schizopteridae	1	T
BOLD:AGG0106	1	Staphylinidae	1	T
BOLD:AGG0107	2	Staphylinidae	2	T
BOLD:AGG0109	1	Scraptiidae	1	T
BOLD:AGG0110	1	Silvanidae	1	T
BOLD:AGG0111	2	Coleoptera	2	T
BOLD:AGG0176	1	Psephenidae	1	T
BOLD:AGG0345	1	Staphylinidae	1	T
BOLD:AGG0379	1	Scarabaeidae	1	T
BOLD:AGG0414	3	Tenebrionidae	3	T
BOLD:AGG0415	3	Tenebrionidae	3	T
BOLD:AGG0452	1	Ptinidae	1	T
BOLD:AGG0495	1	Staphylinidae	1	T
BOLD:AGG0533	1	Harpalinae	1	T
BOLD:AGG0549	1	Scarabaeidae	1	T
BOLD:AGG0581	1	Coccinellinae	1	T
BOLD:AGG0588	1	Carabidae	1	T
BOLD:AGG0589	1	Carabidae	1	T
BOLD:AGG0592	1	Erotylidae	1	T
BOLD:AGG0593	1	Carabidae	1	T
BOLD:AGG0594	4	Coleoptera	4	T
BOLD:AGG0595	1	Carabidae	1	T
BOLD:AGG0598	3	Anthribidae	3	T
BOLD:AGG0600	1	Anthribidae	1	T
BOLD:AGG0604	1	Coleoptera	1	T
BOLD:AGG0610	1	Coleoptera	1	T
BOLD:AGG0611	1	Cerambycidae	1	T
BOLD:AGG0643	1	Chrysomelidae	1	T
BOLD:AGG0644	1	Cerambycidae	1	T
BOLD:AGG0717	3	Elateridae	3	T
BOLD:AGG0736	2	Chrysomelidae	2	T
BOLD:AGG0755	2	Scraptiidae	2	T
BOLD:AGG0756	1	Chrysomelidae	1	T
BOLD:AGG0757	1	Endomychidae	1	T
BOLD:AGG0758	1	Scarabaeidae	1	T
BOLD:AGG0759	1	Staphylinidae	1	T
BOLD:AGG0999	1	Mycteridae	1	T
BOLD:AGG1080	1	Coleoptera	1	T
BOLD:AGG1106	1	Scraptiidae	1	T
BOLD:AGG1110	1	Chrysomelidae	1	T
BOLD:AGG1111	1	Curculionidae	1	T
BOLD:AGG1126	1	Scirtidae	1	T
BOLD:AGG1127	1	Mordellidae	1	T
BOLD:AGG1130	1	Carabidae	1	T
BOLD:AGG1135	1	Carabidae	1	T
BOLD:AGG1136	1	Melyridae	1	T
BOLD:AGG1140	1	Curculionidae	1	T
BOLD:AGG1198	2	Brentidae	2	T
BOLD:AGG1200	1	Buprestidae	1	T
BOLD:AGG1273	1	Chrysomelidae	1	T
BOLD:AGG1276	1	Carabidae	1	T
BOLD:AGG1317	1	Erotylidae	1	T
BOLD:AGG1319	1	Cerambycidae	1	T
BOLD:AGG1320	1	Mordellidae	1	T
BOLD:AGG1371	1	Psylloidea_incertae_sedis	1	T
BOLD:AGG1379	1	Blattodea	1	T
BOLD:AGG1392	1	Blattodea	1	T
BOLD:AGG1394	1	Blattodea	1	T
BOLD:AGG1404	1	Blattodea	1	T
BOLD:AGG1752	1	Microgastrinae	1	T
BOLD:AGG2344	1	Oscinellinae	1	T
BOLD:AGG2382	4	Atherigoninae	4	T
BOLD:AGG2384	2	Cecidomyiidae	2	T
BOLD:AGG2480	2	Cicindelinae	2	T
BOLD:AGG2559	2	Cecidomyiidae	2	T
BOLD:AGG2618	1	Diopsidae	1	T
BOLD:AGG2805	2	Lepidoptera	2	T
BOLD:AGG2855	1	Bagisarinae	1	T
BOLD:AGG3008	1	Microgastrinae	1	T
BOLD:AGG3225	1	Acridinae	1	T
BOLD:AGG3470	2	Formicidae	2	T
BOLD:AGG3472	1	Eulophidae	1	T
BOLD:AGG3558	2	Formicidae	2	T
BOLD:AGG3589	2	Chrysomelidae	2	T
BOLD:AGG3611	3	Coccinellidae	3	T
BOLD:AGG3705	1	Milichiidae	1	T
BOLD:AGG3708	1	Formicidae	1	T
BOLD:AGO1999	1	Dolichopodidae	1	T
BOLD:AGO3409	1	Chironomidae	1	T
BOLD:AGP9461	1	Tineidae	1	T
BOLD:AGP9462	1	Tineidae	1	T
BOLD:AGP9806	1	Staphylinidae	1	T
BOLD:AGQ1624	1	Lepidoptera	1	T
BOLD:AGQ1625	1	Lepidoptera	1	T
BOLD:AGQ1626	1	Lepidoptera	1	T
BOLD:AGQ1627	1	Lepidoptera	1	T
BOLD:AGQ1898	1	Lepidoptera	1	T
BOLD:AGQ2036	1	Hemiptera	1	T
BOLD:AGQ3013	1	Rogadinae	1	T
BOLD:AGQ3014	1	Bethylidae	1	T
BOLD:AGQ3895	1	Hormiinae	1	T
BOLD:AGQ4700	1	Hemiptera	1	T
BOLD:AGQ4701	1	Hemiptera	1	T
BOLD:AGQ5269	1	Erebidae	1	T
BOLD:AGQ7846	3	Diptera	3	T
BOLD:AGQ7847	9	Ceratopogonidae	1	T
BOLD:AGQ7847	9	Diptera	8	T
BOLD:AGQ7848	1	Cecidomyiidae	1	T
BOLD:AGQ7849	1	Cecidomyiidae	1	T
BOLD:AGQ7850	1	Cecidomyiidae	1	T
BOLD:AGQ7851	1	Cecidomyiidae	1	T
BOLD:AGQ7852	1	Cecidomyiidae	1	T
BOLD:AGQ7854	2	Cecidomyiidae	2	T
BOLD:AGQ7856	1	Keroplatidae	1	T
BOLD:AGQ8425	1	Keroplatidae	1	T
BOLD:AGQ8426	1	Diptera	1	T
BOLD:AGQ8427	1	Cecidomyiidae	1	T
BOLD:AGQ8428	1	Diptera	1	T
BOLD:AGQ8429	1	Agromyzidae	1	T
BOLD:AGQ8430	1	Cecidomyiidae	1	T
BOLD:AGQ8431	1	Cecidomyiidae	1	T
BOLD:AGQ8432	1	Cecidomyiidae	1	T
BOLD:AGR0053	1	Culicinae	1	T
BOLD:AGR0054	1	Culicidae	1	T
BOLD:AGR0692	1	Staphylinidae	1	T
BOLD:AGR0693	2	Tenebrionidae	2	T
BOLD:AGR0694	1	Coleoptera	1	T
BOLD:AGR0695	1	Coleoptera	1	T
BOLD:AGR0696	1	Coleoptera	1	T
BOLD:AGR0698	1	Coleoptera	1	T
BOLD:AGR0699	1	Coleoptera	1	T
BOLD:AGR0704	1	Coleoptera	1	T
BOLD:AGR0705	1	Coleoptera	1	T
BOLD:AGR1701	1	Cecidomyiinae	1	T
BOLD:AGR1992	1	Cecidomyiidae	1	T
BOLD:AGR1996	1	Cecidomyiidae	1	T
BOLD:AGR1997	3	Cecidomyiidae	3	T
BOLD:AGR1998	1	Cecidomyiidae	1	T
BOLD:AGR2000	1	Cecidomyiidae	1	T
BOLD:AGR2001	1	Cecidomyiidae	1	T
BOLD:AGR2005	1	Cecidomyiidae	1	T
BOLD:AGR2006	1	Cecidomyiidae	1	T
BOLD:AGR2007	1	Cecidomyiidae	1	T
BOLD:AGR2010	2	Cecidomyiidae	2	T
BOLD:AGR2011	1	Cecidomyiidae	1	T
BOLD:AGR2013	2	Cecidomyiidae	2	T
BOLD:AGR2014	1	Cecidomyiidae	1	T
BOLD:AGR2015	1	Cecidomyiidae	1	T
BOLD:AGR2016	1	Cecidomyiidae	1	T
BOLD:AGR2018	1	Cecidomyiidae	1	T
BOLD:AGR2019	1	Cecidomyiidae	1	T
BOLD:AGR2253	1	Cecidomyiidae	1	T
BOLD:AGR2254	1	Cecidomyiidae	1	T
BOLD:AGR2255	1	Cecidomyiidae	1	T
BOLD:AGR2256	2	Cecidomyiidae	2	T
BOLD:AGR2259	1	Cecidomyiidae	1	T
BOLD:AGR2260	1	Cecidomyiidae	1	T
BOLD:AGR2262	1	Cecidomyiidae	1	T
BOLD:AGR2263	1	Cecidomyiidae	1	T
BOLD:AGR2264	1	Cecidomyiidae	1	T
BOLD:AGR2266	1	Cecidomyiidae	1	T
BOLD:AGR2268	1	Cecidomyiidae	1	T
BOLD:AGR2269	1	Cecidomyiidae	1	T
BOLD:AGR2271	1	Cecidomyiidae	1	T
BOLD:AGR2273	1	Cecidomyiidae	1	T
BOLD:AGR2274	1	Cecidomyiidae	1	T
BOLD:AGR2275	1	Cecidomyiidae	1	T
BOLD:AGR2276	1	Cecidomyiidae	1	T
BOLD:AGR2277	1	Cecidomyiidae	1	T
BOLD:AGR2280	1	Cecidomyiidae	1	T
BOLD:AGR2281	1	Cecidomyiidae	1	T
BOLD:AGR2283	1	Cecidomyiidae	1	T
BOLD:AGR2284	1	Cecidomyiidae	1	T
BOLD:AGR2285	1	Cecidomyiidae	1	T
BOLD:AGR2286	1	Cecidomyiidae	1	T
BOLD:AGR2288	1	Cecidomyiidae	1	T
BOLD:AGR2290	1	Cecidomyiidae	1	T
BOLD:AGR2291	1	Cecidomyiidae	1	T
BOLD:AGR2292	1	Cecidomyiidae	1	T
BOLD:AGR2293	1	Cecidomyiidae	1	T
BOLD:AGR2294	1	Cecidomyiidae	1	T
BOLD:AGR2295	1	Cecidomyiidae	1	T
BOLD:AGR2297	1	Cecidomyiidae	1	T
BOLD:AGR2978	1	Cecidomyiidae	1	T
BOLD:AGR2979	1	Cecidomyiidae	1	T
BOLD:AGR2980	1	Cecidomyiidae	1	T
BOLD:AGR2981	1	Cecidomyiidae	1	T
BOLD:AGR2982	1	Cecidomyiidae	1	T
BOLD:AGR3517	1	Araneidae	1	T
BOLD:AGR4134	1	Cecidomyiidae	1	T
BOLD:AGR4231	1	Cecidomyiidae	1	T
BOLD:AGR4333	1	Cecidomyiidae	1	T
BOLD:AGR4335	1	Cecidomyiidae	1	T
BOLD:AGR4337	1	Cecidomyiidae	1	T
BOLD:AGR4348	1	Cecidomyiidae	1	T
BOLD:AGR4379	1	Cecidomyiidae	1	T
BOLD:AGR4382	1	Cecidomyiidae	1	T
BOLD:AGR4390	1	Scolytinae	1	T
BOLD:AGR4400	3	Cecidomyiidae	3	T
BOLD:AGR4423	1	Cecidomyiidae	1	T
BOLD:AGR4640	1	Erotylidae	1	T
BOLD:AGR4993	2	Atherigoninae	2	T
BOLD:AGR4994	2	Atherigona	1	T
BOLD:AGR4994	2	Atherigoninae	1	T
BOLD:AGR5063	6	Cecidomyiidae	6	T
BOLD:AGR5066	1	Cecidomyiidae	1	T
BOLD:AGR5068	1	Cecidomyiidae	1	T
BOLD:AGR5173	20	Culicinae	20	T
BOLD:AGR5711	1	Cecidomyiidae	1	T
BOLD:AGU5592	4	Tiphiidae	4	T
BOLD:AGU6230	1	Cecidomyiidae	1	T
BOLD:AGZ1355	2	Milichiidae	2	T
BOLD:AGZ1493	2	Diptera	2	T
BOLD:AGZ2037	1	Entomobryidae	1	T
BOLD:AGZ2060	1	Formicidae	1	T
BOLD:AGZ2286	1	Cicadellidae	1	T
BOLD:AGZ2438	7	Hemiptera	7	T
BOLD:AAA1675	570	Paratrechina	2	F
BOLD:AAA1676	529	Formicinae	4	F
BOLD:AAA2326	4298	Apis	6	F
BOLD:AAA2326	4298	Apis mellifera	3	F
BOLD:AAA2393	203	Sphinginae	3	F
BOLD:AAA3070	7514	Aphis	41	F
BOLD:AAA3666	552	Spilomelinae	1	F
BOLD:AAA3848	431	Polyommatinae	1	F
BOLD:AAA4183	2411	Aphis	10	F
BOLD:AAA4183	2411	Aphis spiraecola	1	F
BOLD:AAA4211	3388	Culicinae	2	F
BOLD:AAA4532	3012	Spodoptera frugiperda	1	F
BOLD:AAA5853	378	Oecophylla	3	F
BOLD:AAA6020	734	Musca	3	F
BOLD:AAA6020	734	Muscinae	3	F
BOLD:AAA6021	556	Musca	15	F
BOLD:AAA6021	556	Muscinae	125	F
BOLD:AAA6084	13	Eurema	1	F
BOLD:AAA7143	2464	Cotesia	1	F
BOLD:AAA8982	475	Bagisarinae	6	F
BOLD:AAA9334	354	Aphidinae	1	F
BOLD:AAA9585	124	Polyptychus carteri	3	F
BOLD:AAA9867	108	Macroglossinae	3	F
BOLD:AAA9967	2937	Entomobryidae	5	F
BOLD:AAA9967	2937	EntomobryidaeGEN	2	F
BOLD:AAB0452	91	Hippotion gracilis	3	F
BOLD:AAB1719	128	Spilomelinae	1	F
BOLD:AAB1927	194	Apanteles	1	F
BOLD:AAB2267	586	Polyommatinae	6	F
BOLD:AAB2267	586	Zizina	1	F
BOLD:AAB2752	230	Polyommatinae	2	F
BOLD:AAB2756	1110	Spilomelinae	4	F
BOLD:AAB2945	100	Hypocalinae	1	F
BOLD:AAB3385	162	Chrysodeixis acuta	4	F
BOLD:AAB3385	162	Plusiinae	1	F
BOLD:AAB4883	678	Attini	6	F
BOLD:AAB4883	678	Myrmicinae	26	F
BOLD:AAB5389	267	Spilomelinae	1	F
BOLD:AAB5675	173	Anomis	1	F
BOLD:AAB5675	173	Scoliopteryginae	2	F
BOLD:AAB5956	80	Ennominae	2	F
BOLD:AAB6200	1338	Zaprionus indianus	4	F
BOLD:AAB6409	754	Dichomeridinae	1	F
BOLD:AAB6694	71	Hippotion balsaminae	1	F
BOLD:AAB6838	30	Spilomelinae	2	F
BOLD:AAB7043	26	Dacinae	1	F
BOLD:AAB7505	31	Ennominae	2	F
BOLD:AAB7727	42	Spilomelinae	1	F
BOLD:AAB7802	265	Scoliopteryginae	3	F
BOLD:AAB7937	3854	Aphis	25	F
BOLD:AAB8379	1530	Ceratopogoninae	8	F
BOLD:AAB9416	107	Polyommatinae	4	F
BOLD:AAB9437	33	Gonimbrasia hecate	3	F
BOLD:AAC0000	21	Myrmicinae	1	F
BOLD:AAC0001	206	Myrmicinae	4	F
BOLD:AAC0297	71	Spilomelinae	1	F
BOLD:AAC1143	10	Pseudoclanis molitor	1	F
BOLD:AAC1372	834	Aphis nerii	5	F
BOLD:AAC2003	135	Dacinae	1	F
BOLD:AAC4571	52	Sterrhinae	2	F
BOLD:AAC4722	90	Spilomelinae	2	F
BOLD:AAC5053	91	Gracillariinae	3	F
BOLD:AAC5466	139	Bocchoris	1	F
BOLD:AAC5466	139	Spilomelinae	6	F
BOLD:AAC6999	57	Stemorrhages sericea	1	F
BOLD:AAC7621	7	Sphingonaepiopsis nana	2	F
BOLD:AAC7805	50	Anomis	1	F
BOLD:AAC7805	50	Scoliopteryginae	2	F
BOLD:AAC8012	253	Polyommatinae	2	F
BOLD:AAC8279	185	Noctuinae	2	F
BOLD:AAC9089	56	Rufoclanis rosea	1	F
BOLD:AAC9209	120	Monomorium subopacum	1	F
BOLD:AAC9209	120	Myrmicinae	18	F
BOLD:AAC9209	120	Solenopsidini	4	F
BOLD:AAC9294	2166	Balclutha	18	F
BOLD:AAD0155	2273	Drosophila	2	F
BOLD:AAD0622	828	Hermetia	9	F
BOLD:AAD0622	828	Hermetia illucens	7	F
BOLD:AAD0760	200	Cosmopteriginae	8	F
BOLD:AAD1193	94	Coliadinae	9	F
BOLD:AAD1503	114	Erebinae	4	F
BOLD:AAD3375	150	Coccygidium	5	F
BOLD:AAD3428	199	Orphanostigma	1	F
BOLD:AAD3428	199	Spilomelinae	3	F
BOLD:AAD4067	24	Heliconiinae	1	F
BOLD:AAD4283	123	Chrysomya putoria	1	F
BOLD:AAD4283	123	Chrysomyinae	6	F
BOLD:AAD4538	353	Rhopalosiphum	2	F
BOLD:AAD4538	353	Rhopalosiphum maidis	8	F
BOLD:AAD7009	75	Scenopininae	1	F
BOLD:AAD7009	75	Scenopinus	1	F
BOLD:AAD7442	29	Sterrhinae	3	F
BOLD:AAD8297	44	Noctuinae	1	F
BOLD:AAD8297	44	Spodoptera triturata	1	F
BOLD:AAD9003	13	Sterrhinae	1	F
BOLD:AAD9727	159	Duponchelia fovealis	1	F
BOLD:AAD9727	159	Spilomelinae	1	F
BOLD:AAE1121	193	Hypeninae	3	F
BOLD:AAE2099	154	Culicinae	1	F
BOLD:AAE2250	75	Pyraustinae	1	F
BOLD:AAE2357	47	Bagisarinae	1	F
BOLD:AAE2497	1161	Aphidinae	7	F
BOLD:AAE2497	1161	Hysteroneura	2	F
BOLD:AAE2497	1161	Hysteroneura setariae	5	F
BOLD:AAE3572	53	Dacinae	1	F
BOLD:AAE4147	98	Arctiinae	1	F
BOLD:AAE4147	98	Euchromia	3	F
BOLD:AAE4480	37	Polyommatinae	1	F
BOLD:AAE5197	39	Halictinae	7	F
BOLD:AAE5197	39	Halictus africanus	18	F
BOLD:AAE5596	60	Idaea	1	F
BOLD:AAE5596	60	Sterrhinae	1	F
BOLD:AAE5911	268	Hypena	1	F
BOLD:AAE5911	268	Hypeninae	4	F
BOLD:AAE7511	18	Heliconiinae	1	F
BOLD:AAE7729	330	Olethreutinae	6	F
BOLD:AAE7729	330	Thaumatotibia leucotreta	1	F
BOLD:AAF0647	20	Polyommatinae	1	F
BOLD:AAF0903	155	Erebinae	4	F
BOLD:AAF0903	155	Maxera	1	F
BOLD:AAF1691	54	Anticarsia irrorata	2	F
BOLD:AAF2269	62	Anthene	1	F
BOLD:AAF2269	62	Anthene amarah	1	F
BOLD:AAF2269	62	Polyommatinae	9	F
BOLD:AAF2629	6	Apinae	1	F
BOLD:AAF2995	62	Arctiini	4	F
BOLD:AAF3451	44	Labidurinae	5	F
BOLD:AAF3909	71	Halictinae	1	F
BOLD:AAF4577	12	Theclinae	2	F
BOLD:AAF4814	12	Poliana laucheana	1	F
BOLD:AAF5305	280	Atherigoninae	3	F
BOLD:AAF6545	6014	Diptera	1	F
BOLD:AAF6545	6014	Musca crassirostris	28	F
BOLD:AAF6545	6014	Muscinae	139	F
BOLD:AAF9305	621	Clogmia albipunctata	2	F
BOLD:AAG0134	281	Chrysopeleiinae	1	F
BOLD:AAG0802	65	Agaristinae	1	F
BOLD:AAG3322	284	Megaselia scalaris	3	F
BOLD:AAG3896	971	Eriosomatinae	5	F
BOLD:AAG4846	723	Aleyrodinae	2	F
BOLD:AAG5815	50	Leucaniini	1	F
BOLD:AAG5828	23	Erebinae	1	F
BOLD:AAG5945	35	Erebinae	2	F
BOLD:AAG6096	432	Scoliopteryginae	2	F
BOLD:AAG6139	345	Boletobiinae	1	F
BOLD:AAG6346	343	Arctiinae	2	F
BOLD:AAG6379	36	Cecidomyiidae	11	F
BOLD:AAG6380	78	Cecidomyiidae	2	F
BOLD:AAG6385	8	Bradysia radicum	1	F
BOLD:AAG6387	59	Elaphropeza congoensis	1	F
BOLD:AAG6387	59	Tachydromiinae	1	F
BOLD:AAG6388	2	Cecidomyiidae	1	F
BOLD:AAG6390	278	Sciaridae	9	F
BOLD:AAG6405	102	Cecidomyiidae	5	F
BOLD:AAG6409	69	Ceratopogonidae	2	F
BOLD:AAG6417	1852	Sciaridae	15	F
BOLD:AAG6418	19	Hybotidae	3	F
BOLD:AAG6781	163	Muscidae	1	F
BOLD:AAG6788	28	Rhiniinae	12	F
BOLD:AAG6924	371	Chironominae	1	F
BOLD:AAG7056	848	Milichiella lacteipennis	8	F
BOLD:AAG7058	199	Euxesta	31	F
BOLD:AAG7062	681	Formicinae	26	F
BOLD:AAG7062	681	Nylanderia	11	F
BOLD:AAG7301	1211	Pullimosina zayensis	4	F
BOLD:AAG7426	32	Gracillariidae	1	F
BOLD:AAG8389	234	Scatopsinae	1	F
BOLD:AAG8731	351	Nysius graminicola	4	F
BOLD:AAG8731	351	Orsillinae	5	F
BOLD:AAG9416	25	Lymantriinae	1	F
BOLD:AAH0210	50	Araecerus fasciculatus	2	F
BOLD:AAH0353	113	Hybosorus illigeri	1	F
BOLD:AAH0577	3	Microctonus	1	F
BOLD:AAH1089	71	Microgastrinae	2	F
BOLD:AAH1320	29	Microgastrinae	3	F
BOLD:AAH1376	7	Parapanteles	2	F
BOLD:AAH1385	19	Microgastrinae	2	F
BOLD:AAH1392	26	Glyptapanteles	1	F
BOLD:AAH1392	26	Microgastrinae	1	F
BOLD:AAH1396	3	Nyereria	2	F
BOLD:AAH1400	4	Diolcogaster	2	F
BOLD:AAH1410	8	Nyereria	1	F
BOLD:AAH4337	21	Acontia	2	F
BOLD:AAH6227	23	Erebidae	1	F
BOLD:AAH6890	961	Trameinae	1	F
BOLD:AAH7346	33	Lasiocampinae	1	F
BOLD:AAH8019	309	Tribolium	1	F
BOLD:AAH8293	21	Dacinae	1	F
BOLD:AAH8352	112	Drosophilinae	6	F
BOLD:AAH8824	5	Afrorogas	1	F
BOLD:AAI0406	854	Rhopalosiphum	2	F
BOLD:AAI0406	854	Rhopalosiphum rufiabdominale	1	F
BOLD:AAI1280	5	Hymenoptera	3	F
BOLD:AAI1564	79	Rhipidarctia conradti	5	F
BOLD:AAI1725	6	Megachilinae	1	F
BOLD:AAI2870	30	Phanerotoma	1	F
BOLD:AAI3521	48	Pyralinae	1	F
