BIN	TotalMembers	Taxa	Count in Project	Unique
BOLD:AEW1753	1	Cerambycidae	1	T
BOLD:AEW1760	1	Ceratopogonidae	1	T
BOLD:AEW1773	2	Lepidoptera	2	T
BOLD:AEW1786	2	Veliidae	2	T
BOLD:AEW1787	1	Cicadellidae	1	T
BOLD:AEW1801	1	Tachyporinae	1	T
BOLD:AEW1804	1	Bostrichidae	1	T
BOLD:AEW1836	3	Crambidae	3	T
BOLD:AEW1852	1	Brachiolia	1	T
BOLD:AEW1981	1	Cecidomyiidae	1	T
BOLD:AEW2016	1	Limoniidae	1	T
BOLD:AEW2021	3	Leptoceridae	3	T
BOLD:AEW2028	1	Scydmaeninae	1	T
BOLD:AEW2086	1	Torymidae	1	T
BOLD:AEW2090	1	Stathmopodidae	1	T
BOLD:AEW2098	4	Miridae	4	T
BOLD:AEW2099	1	Hebridae	1	T
BOLD:AEW2114	5	Eublemma	5	T
BOLD:AEW2164	1	Delphacidae	1	T
BOLD:AEW2177	1	Cecidomyiidae	1	T
BOLD:AEW2201	1	Chironomidae	1	T
BOLD:AEW2203	1	Hypothenemus	1	T
BOLD:AEW2210	2	Euphorinae	2	T
BOLD:AEW2214	2	Phoridae	2	T
BOLD:AEW2228	1	Chrysopophthorus	1	T
BOLD:AEW2353	1	Theridiidae	1	T
BOLD:AEW2428	1	Araneidae	1	T
BOLD:AEW2458	1	Diospilini	1	T
BOLD:AEW2471	1	Phalacridae	1	T
BOLD:AEW2490	2	Hydrometridae	2	T
BOLD:AEW2496	4	Staphylinidae	4	T
BOLD:AEW2498	1	Pselaphinae	1	T
BOLD:AEW2554	1	Lagriinae	1	T
BOLD:AEW2586	1	Cosmopterigidae	1	T
BOLD:AEW2620	2	Tropiduchidae	2	T
BOLD:AEW2633	12	Cicadellidae	12	T
BOLD:AEW2665	1	Corixidae	1	T
BOLD:AEW2678	1	Lepidoptera	1	T
BOLD:AEW2680	2	Eulophidae	2	T
BOLD:AEW2698	1	Delphacidae	1	T
BOLD:AEW2719	1	Ceratopogonidae	1	T
BOLD:AEW2723	5	Coleophoridae	5	T
BOLD:AEW2728	3	Cicadellidae	3	T
BOLD:AEW2729	1	Cicadellidae	1	T
BOLD:AEW2776	1	Aleyrodidae	1	T
BOLD:AEW2782	1	Cheloninae	1	T
BOLD:AEW2786	1	Euphorinae	1	T
BOLD:AEW2792	1	Corioxenidae	1	T
BOLD:AEW2808	1	Clubionidae	1	T
BOLD:AEW2866	1	Aleyrodidae	1	T
BOLD:AEW2904	1	Lampyridae	1	T
BOLD:AEW2937	2	Cecidomyiidae	2	T
BOLD:AEW2985	1	Formicidae	1	T
BOLD:AEW2991	1	Pyralidae	1	T
BOLD:AEW2993	1	Stathmopoda	1	T
BOLD:AEW3082	2	Aleyrodidae	2	T
BOLD:AEW3089	3	Coleoptera	1	T
BOLD:AEW3089	3	Oxytelinae	2	T
BOLD:AEW3106	2	Pselaphinae	2	T
BOLD:AEW3114	2	Ceratopogonidae	2	T
BOLD:AEW3128	1	Braconinae	1	T
BOLD:AEW3132	1	Gelechiidae	1	T
BOLD:AEW3145	1	Meenoplidae	1	T
BOLD:AEW3171	2	Sciaridae	2	T
BOLD:AEW3187	3	Delphacidae	3	T
BOLD:AEW3193	5	Cicadellidae	5	T
BOLD:AEW3194	1	Cicadellidae	1	T
BOLD:AEW3195	11	Cicadellidae	11	T
BOLD:AEW3210	1	Staphylinidae	1	T
BOLD:AEW3211	1	Dytiscidae	1	T
BOLD:AEW3215	1	Cicadellidae	1	T
BOLD:AEW3252	1	Rogadinae	1	T
BOLD:AEW3262	8	Nitidulidae	8	T
BOLD:AEW3277	1	Veliidae	1	T
BOLD:AEW3282	6	Carabidae	6	T
BOLD:AEW3300	1	Formicidae	1	T
BOLD:AEW3319	1	Ceratopogonidae	1	T
BOLD:AEW3353	1	Hemiptera	1	T
BOLD:AEW3376	2	Ichneumonidae	2	T
BOLD:AEW3383	1	Coniopterygidae	1	T
BOLD:AEW3415	1	Keroplatidae	1	T
BOLD:AEW3433	1	Clubionidae	1	T
BOLD:AEW3479	1	Staphylinidae	1	T
BOLD:AEW3497	1	Cydnidae	1	T
BOLD:AEW3512	1	Scelionidae	1	T
BOLD:AEW3517	1	Formicidae	1	T
BOLD:AEW3518	1	Scelionidae	1	T
BOLD:AEW3557	2	Cicadellidae	2	T
BOLD:AEW3573	3	Staphylininae	3	T
BOLD:AEW3574	1	Scarabaeidae	1	T
BOLD:AEW3575	1	Pselaphinae	1	T
BOLD:AEW3605	1	Tingidae	1	T
BOLD:AEW3622	1	Phoridae	1	T
BOLD:AEW3673	3	Doryctinae	3	T
BOLD:AEW3717	1	Eulophidae	1	T
BOLD:AEW3737	1	Depressariidae	1	T
BOLD:AEW3741	1	Lepidoptera	1	T
BOLD:AEW3771	1	Hydrophilidae	1	T
BOLD:AEW3773	2	Carabidae	2	T
BOLD:AEW3806	1	Scelionidae	1	T
BOLD:AEW3829	1	Scelionidae	1	T
BOLD:AEW3924	1	Chironomidae	1	T
BOLD:AEW3940	1	Aderidae	1	T
BOLD:AEW3941	2	Staphylinidae	2	T
BOLD:AEW3943	6	Euxestidae	6	T
BOLD:AEW3944	2	Zopheridae	2	T
BOLD:AEW4004	1	Scelionidae	1	T
BOLD:AEW4016	4	Lepidoptera	4	T
BOLD:AEW4034	1	Eupelmidae	1	T
BOLD:AEW4093	1	Limoniidae	1	T
BOLD:AEW4096	10	Spongiphoridae	10	T
BOLD:AEW4158	2	Crambidae	2	T
BOLD:AEW4175	1	Elaeidobius	1	T
BOLD:AEW4176	1	Tenebrionidae	1	T
BOLD:AEW4193	3	Formicidae	3	T
BOLD:AEW4208	4	Arachnida	4	T
BOLD:AEW4214	1	Doryctinae	1	T
BOLD:AEW4250	1	Miridae	1	T
BOLD:AEW4257	1	Lepidoptera	1	T
BOLD:AEW4262	2	Batrachedridae	2	T
BOLD:AEW4267	3	Elateridae	3	T
BOLD:AEW4270	1	Scydmaeninae	1	T
BOLD:AEW4301	10	Elmidae	10	T
BOLD:AEW4325	1	Dolichopodidae	1	T
BOLD:AEW4387	1	Miridae	1	T
BOLD:AEW4392	1	Sphaeroceridae	1	T
BOLD:AEW4414	1	Cicadellidae	1	T
BOLD:AEW4443	1	Araneidae	1	T
BOLD:AEW4455	1	Arachnida	1	T
BOLD:AEW4541	2	Ceratopogonidae	2	T
BOLD:AEW4544	1	Cicadellidae	1	T
BOLD:AEW4554	1	Ceratopogonidae	1	T
BOLD:AEW4563	1	Ichneumonidae	1	T
BOLD:AEW4571	1	Scelionidae	1	T
BOLD:AEW4583	1	Microgastrinae	1	T
BOLD:AEW4584	1	Cecidomyiidae	1	T
BOLD:AEW4588	1	Hydrophilidae	1	T
BOLD:AEW4594	1	Aleyrodidae	1	T
BOLD:AEW4600	3	Cecidomyiidae	3	T
BOLD:AEW4615	1	Scelionidae	1	T
BOLD:AEW4641	1	Apioninae	1	T
BOLD:AEW4670	1	Cecidomyiidae	1	T
BOLD:AEW4676	1	Cecidomyiidae	1	T
BOLD:AEW4687	1	Doryctinae	1	T
BOLD:AEW4705	3	Carabidae	3	T
BOLD:AEW4741	1	Chrysomelidae	1	T
BOLD:AEW4744	1	Ptiliidae	1	T
BOLD:AEW4747	1	Aleocharinae	1	T
BOLD:AEW4776	2	Stethorus	2	T
BOLD:AEW4778	1	Hydrophilidae	1	T
BOLD:AEW4780	1	Ceratopogonidae	1	T
BOLD:AEW4784	1	Staphylinidae	1	T
BOLD:AEW4809	1	Aleyrodidae	1	T
BOLD:AEW4826	1	Tenebrionidae	1	T
BOLD:AEW4836	1	Paederinae	1	T
BOLD:AEW4844	1	Chelonus	1	T
BOLD:AEW4894	1	Miridae	1	T
BOLD:AEW4898	1	Cicadellidae	1	T
BOLD:AEW4901	1	Cicadellidae	1	T
BOLD:AEW4919	1	Staphylinidae	1	T
BOLD:AEW4998	2	Pteromalidae	2	T
BOLD:AEW4999	2	Curculionidae	2	T
BOLD:AEW5016	2	Chironomidae	2	T
BOLD:AEW5060	1	Cecidomyiidae	1	T
BOLD:AEW5088	1	Cicadellidae	1	T
BOLD:AEW5090	1	Cecidomyiidae	1	T
BOLD:AEW5102	1	Achilidae	1	T
BOLD:AEW5109	1	Miridae	1	T
BOLD:AEW5118	1	Cheloninae	1	T
BOLD:AEW5123	4	Formicidae	4	T
BOLD:AEW5144	1	Cecidomyiidae	1	T
BOLD:AEW5149	1	Eurytomidae	1	T
BOLD:AEW5166	5	Coleoptera	3	T
BOLD:AEW5166	5	Lagriinae	2	T
BOLD:AEW5171	7	Delphacidae	7	T
BOLD:AEW5196	3	Cicadellidae	3	T
BOLD:AEW5197	4	Derbidae	4	T
BOLD:AEW5220	1	Curculionidae	1	T
BOLD:AEW5224	1	Lepidoptera	1	T
BOLD:AEW5248	1	Lepidoptera	1	T
BOLD:AEW5261	1	Lepidoptera	1	T
BOLD:AEW5304	1	Laemophloeidae	1	T
BOLD:AEW5306	2	Oecophoridae	2	T
BOLD:AEW5319	1	Elateridae	1	T
BOLD:AEW5358	1	Pselaphinae	1	T
BOLD:AEW5361	3	Cicadellidae	3	T
BOLD:AEW5429	2	Arachnida	2	T
BOLD:AEW5430	2	Theridiidae	2	T
BOLD:AEW5452	1	Ceratopogonidae	1	T
BOLD:AEW5458	1	Aleyrodidae	1	T
BOLD:AEW5474	4	Aleocharinae	4	T
BOLD:AEW5510	1	Doryctinae	1	T
BOLD:AEW5518	1	Ceratopogonidae	1	T
BOLD:AEW5521	1	Ceratopogonidae	1	T
BOLD:AEW5527	2	Cicadellidae	2	T
BOLD:AEW5537	1	Asteiidae	1	T
BOLD:AEW5541	1	Arachnida	1	T
BOLD:AEW5547	3	Lampyridae	3	T
BOLD:AEW5569	1	Pisauridae	1	T
BOLD:AEW5617	1	Cecidomyiidae	1	T
BOLD:AEW5625	1	Nitidulidae	1	T
BOLD:AEW5636	2	Doryctinae	2	T
BOLD:AEW5642	1	Scydmaeninae	1	T
BOLD:AEW5662	1	Ichneumonidae	1	T
BOLD:AEW5664	1	Opiinae	1	T
BOLD:AEW5701	1	Scelionidae	1	T
BOLD:AEW5702	2	Oecophoridae	2	T
BOLD:AEW5721	2	Carabidae	2	T
BOLD:AEW5724	1	Diapriinae	1	T
BOLD:AEW5725	1	Glyptapanteles	1	T
BOLD:AEW5726	1	Eulophidae	1	T
BOLD:AEW5747	1	Scolytinae	1	T
BOLD:AEW5804	1	Pseudoscorpiones	1	T
BOLD:AEW5812	1	Lepidoptera	1	T
BOLD:AEW5813	1	Sitotroga	1	T
BOLD:AEW5860	1	Monommatini	1	T
BOLD:AEW5902	2	Curculionidae	2	T
BOLD:AEW5916	4	Aleocharinae	4	T
BOLD:AEW5943	1	Hybotidae	1	T
BOLD:AEW5952	1	Adelidae	1	T
BOLD:AEW5953	1	Cosmopterigidae	1	T
BOLD:AEW5982	1	Phoridae	1	T
BOLD:AEW5987	1	Paederinae	1	T
BOLD:AEW5988	1	Aleocharinae	1	T
BOLD:AEW5989	1	Paederinae	1	T
BOLD:AEW6002	1	Ceratopogonidae	1	T
BOLD:AEW6027	1	Formicidae	1	T
BOLD:AEW6028	2	Eulophidae	2	T
BOLD:AEW6034	5	Heliothinae	4	T
BOLD:AEW6034	5	Heliothis	1	T
BOLD:AEW6076	1	Staphylinidae	1	T
BOLD:AEW6080	1	Cecidomyiidae	1	T
BOLD:AEW6085	1	Lecithoceridae	1	T
BOLD:AEW6095	1	Poduromorpha	1	T
BOLD:AEW6282	1	Cecidomyiidae	1	T
BOLD:AEW6379	1	Staphylininae	1	T
BOLD:AEW6466	1	Lepidoptera	1	T
BOLD:AEW6718	1	Cecidomyiidae	1	T
BOLD:AEW6819	1	Lepidoptera	1	T
BOLD:AEW6900	1	Zodariidae	1	T
BOLD:AEW6984	1	Cicadellidae	1	T
BOLD:AEW7161	1	Lepidoptera	1	T
BOLD:AEW7219	1	Cecidomyiidae	1	T
BOLD:AEW7384	1	Braconinae	1	T
BOLD:AEW7415	1	Doryctinae	1	T
BOLD:AEW7621	1	Crambidae	1	T
BOLD:AEW8015	1	Cicadellidae	1	T
BOLD:AEW8296	1	Doryctinae	1	T
BOLD:AEW8300	1	Pyralidae	1	T
BOLD:AEW8315	3	Eriocottidae	1	T
BOLD:AEW8315	3	Lepidoptera	2	T
BOLD:AEW8363	1	Lepidoptera	1	T
BOLD:AEW8402	3	Cicadellidae	3	T
BOLD:AEW8540	1	Ichneumonidae	1	T
BOLD:AEW8542	1	Cecidomyiidae	1	T
BOLD:AEW8712	1	Dryininae	1	T
BOLD:AEW8724	2	Blastobasidae	2	T
BOLD:AEW8882	1	Eurytomidae	1	T
BOLD:AEW8978	1	Limoniidae	1	T
BOLD:AEW9342	1	Eulophidae	1	T
BOLD:AEW9367	1	Gelechiidae	1	T
BOLD:AEW9395	13	Orthoptera	13	T
BOLD:AEW9489	1	Rhysipolinae	1	T
BOLD:AEW9689	1	Cicadellidae	1	T
BOLD:AEW9699	1	Cecidomyiidae	1	T
BOLD:AEW9725	1	Oxytelinae	1	T
BOLD:AEW9764	1	Lepidoptera	1	T
BOLD:AEW9969	2	Eulophidae	2	T
BOLD:AEX0352	1	Reduviidae	1	T
BOLD:AEX0578	1	Cicadellidae	1	T
BOLD:AEX0731	1	Nabinae	1	T
BOLD:AEX0908	1	Cecidomyiidae	1	T
BOLD:AEX0922	2	Euryopis	2	T
BOLD:AEX1232	1	Pterophorinae	1	T
BOLD:AEX1326	1	Cicadellidae	1	T
BOLD:AEX1491	1	Cosmopterigidae	1	T
BOLD:AEX1600	1	Cecidomyiidae	1	T
BOLD:AEX1988	1	Salticidae	1	T
BOLD:AEX2209	1	Lauxaniidae	1	T
BOLD:AEX2280	2	Carabidae	2	T
BOLD:AEX2370	1	Ceratopogonidae	1	T
BOLD:AEX2667	1	Lepidoptera	1	T
BOLD:AEX2845	1	Elateridae	1	T
BOLD:AEX2885	1	Spongiphoridae	1	T
BOLD:AEX2932	1	Eulophidae	1	T
BOLD:AEX3181	1	Corixidae	1	T
BOLD:AEX3561	1	Cecidomyiidae	1	T
BOLD:AEX3608	1	Pentatomidae	1	T
BOLD:AEX3639	2	Scelionidae	2	T
BOLD:AEX4031	1	Cylas	1	T
BOLD:AEX4164	1	Curculionidae	1	T
BOLD:AEX4470	1	Cecidomyiidae	1	T
BOLD:AEX5018	1	Aderidae	1	T
BOLD:AEX5033	1	Arachnida	1	T
BOLD:AEX5602	1	Cicadellidae	1	T
BOLD:AEX6223	1	Ptinidae	1	T
BOLD:AEX6379	1	Scaritinae	1	T
BOLD:AEX6453	1	Alysiinae	1	T
BOLD:AEX6524	1	Keroplatidae	1	T
BOLD:AEX6571	1	Carabidae	1	T
BOLD:AEX6619	1	Nitidulidae	1	T
BOLD:AEX6780	1	Sarcophagidae	1	T
BOLD:AEX7046	1	Anteoninae	1	T
BOLD:AEX7262	1	Cicadellidae	1	T
BOLD:AEX7315	1	Rogadinae	1	T
BOLD:AEX7667	2	Formicidae	2	T
BOLD:AEX7819	1	Lepidoptera	1	T
BOLD:AEX7905	1	Pambolinae	1	T
BOLD:AEX8090	1	Curculionidae	1	T
BOLD:AEX8178	1	Sciaridae	1	T
BOLD:AEX8469	1	Sphaeroceridae	1	T
BOLD:AEX8479	1	Cicadellidae	1	T
BOLD:AEX8481	1	Tetramorium	1	T
BOLD:AEX8492	1	Cecidomyiidae	1	T
BOLD:AEX9126	1	Mordellidae	1	T
BOLD:AEX9142	1	Phoridae	1	T
BOLD:AEX9360	1	Cicadellidae	1	T
BOLD:AEX9388	1	Lepidoptera	1	T
BOLD:AEX9505	1	Pselaphinae	1	T
BOLD:AEY0223	1	Dytiscidae	1	T
BOLD:AEY0410	1	Cecidomyiidae	1	T
BOLD:AEY0513	1	Hemiptera	1	T
BOLD:AEY0927	1	Rhyparochromidae	1	T
BOLD:AEY1245	1	Staphylininae	1	T
BOLD:AEY1485	1	Ceratopogonidae	1	T
BOLD:AEY1559	2	Miridae	2	T
BOLD:AEY1586	1	Notonectidae	1	T
BOLD:AEY1610	1	Staphylinidae	1	T
BOLD:AEY1922	1	Ceratopogonidae	1	T
BOLD:AEY2011	1	Curculionidae	1	T
BOLD:AEY2150	2	Macrochelidae	2	T
BOLD:AEY2375	1	Agaonidae	1	T
BOLD:AEY2542	1	Eulophidae	1	T
BOLD:AEY2547	1	Staphylinidae	1	T
BOLD:AEY3526	2	Oditinae	2	T
BOLD:AEY3528	1	Tenebrionidae	1	T
BOLD:AEY3536	1	Hydrophilidae	1	T
BOLD:AEY3605	1	Nepticulidae	1	T
BOLD:AEY3984	1	Cecidomyiidae	1	T
BOLD:AEY4049	1	Cecidomyiidae	1	T
BOLD:AEY4281	1	Sciaridae	1	T
BOLD:AEY4413	1	Symphypleona	1	T
BOLD:AEY4442	1	Ceratopogonidae	1	T
BOLD:AEY4469	1	Eulophidae	1	T
BOLD:AEY4470	1	Rhysipolinae	1	T
BOLD:AEY4594	1	Pselaphinae	1	T
BOLD:AEY4851	2	Ceratopogonidae	2	T
BOLD:AEY5078	1	Mycetophilidae	1	T
BOLD:AEY5498	1	Cicadellidae	1	T
BOLD:AEY5621	1	Noteridae	1	T
BOLD:AEY5703	1	Chrysomelidae	1	T
BOLD:AEY6346	1	Braconinae	1	T
BOLD:AEY6410	1	Eulophidae	1	T
BOLD:AEY6473	1	Carabidae	1	T
BOLD:AEY6809	1	Rhaconotus	1	T
BOLD:AEY7093	1	Cicadellidae	1	T
BOLD:AEY7380	1	Hormius	1	T
BOLD:AEY7506	1	Pyralidae	1	T
BOLD:AEY7709	1	Opiinae	1	T
BOLD:AEY7955	1	Pholcidae	1	T
BOLD:AEY8174	1	Cecidomyiinae	1	T
BOLD:AEY8217	1	Cerambycidae	1	T
BOLD:AEY8289	1	Throscidae	1	T
BOLD:AEY8298	4	Scelionidae	4	T
BOLD:AEY8621	1	Ceratopogonidae	1	T
BOLD:AEY8653	1	Pterophoridae	1	T
BOLD:AEY8705	1	Gelechiidae	1	T
BOLD:AEY9011	1	Eulophidae	1	T
BOLD:AEY9132	1	Hormiinae	1	T
BOLD:AEY9186	1	Bethylidae	1	T
BOLD:AEY9517	1	Cecidomyiidae	1	T
BOLD:AEY9626	1	Hydrophilidae	1	T
BOLD:AEY9628	2	Staphylinidae	2	T
BOLD:AEZ0000	1	Lepidoptera	1	T
BOLD:AEZ0072	1	Araneidae	1	T
BOLD:AEZ0275	1	Scarabaeidae	1	T
BOLD:AEZ0305	1	Delphacidae	1	T
BOLD:AEZ0316	3	Pyralidae	3	T
BOLD:AEZ0387	1	Eulophidae	1	T
BOLD:AEZ0414	1	Reduviidae	1	T
BOLD:AEZ0511	1	Eulophidae	1	T
BOLD:AEZ0513	1	Sisyridae	1	T
BOLD:AEZ0548	1	Nysius	1	T
BOLD:AEZ1148	1	Eulophidae	1	T
BOLD:AEZ1154	2	Phycitinae	2	T
BOLD:AEZ1235	1	Eulophidae	1	T
BOLD:AEZ1515	1	Lepidoptera	1	T
BOLD:AEZ1926	1	Membracidae	1	T
BOLD:AEZ2108	1	Alticini	1	T
BOLD:AEZ2623	1	Cheloninae	1	T
BOLD:AEZ2963	1	Cerambycidae	1	T
BOLD:AEZ3209	1	Carabidae	1	T
BOLD:AEZ3304	1	Mesostigmata	1	T
BOLD:AEZ3341	2	Spercheus	2	T
BOLD:AEZ3566	2	Dytiscidae	2	T
BOLD:AEZ3704	1	Torymidae	1	T
BOLD:AEZ3808	1	Drosophilidae	1	T
BOLD:AEZ3864	1	Chrysomelidae	1	T
BOLD:AEZ4046	1	Diplopoda	1	T
BOLD:AEZ4869	1	Tortricidae	1	T
BOLD:AEZ4920	1	Trichoptera	1	T
BOLD:AEZ5031	1	Eulophidae	1	T
BOLD:AEZ5083	1	Diapriinae	1	T
BOLD:AEZ5234	1	Colydiinae	1	T
BOLD:AEZ5308	1	Cecidomyiidae	1	T
BOLD:AEZ5373	1	Staphylinidae	1	T
BOLD:AEZ5701	1	Rogadinae	1	T
BOLD:AEZ5786	1	Chironomidae	1	T
BOLD:AEZ6041	1	Theridiidae	1	T
BOLD:AEZ6125	1	Ceratocombidae	1	T
BOLD:AEZ6389	1	Eurytomidae	1	T
BOLD:AEZ6427	1	Carabidae	1	T
BOLD:AEZ6542	1	Scelionidae	1	T
BOLD:AEZ6645	4	Hydrometridae	4	T
BOLD:AEZ7507	5	Lepidoptera	4	T
BOLD:AEZ7507	5	Tineidae	1	T
BOLD:AEZ7642	2	Cosmopterigidae	2	T
BOLD:AEZ7866	1	Miridae	1	T
BOLD:AEZ8100	1	Cicadellidae	1	T
BOLD:AEZ8136	1	Spongiphoridae	1	T
BOLD:AEZ8508	1	Scirtidae	1	T
BOLD:AEZ8634	1	Achilidae	1	T
BOLD:AEZ8710	1	Chrysomelidae	1	T
BOLD:AEZ8737	2	Reduviidae	2	T
BOLD:AEZ8858	1	Carabidae	1	T
BOLD:AFA3117	1	Pentatomidae	1	T
BOLD:AFA3118	1	Delphacidae	1	T
BOLD:AFA4234	1	Gracillariinae	1	T
BOLD:AFA6585	1	Cicadellidae	1	T
BOLD:AFA6586	1	Cydnidae	1	T
BOLD:AFA7014	1	Hydrophilidae	1	T
BOLD:AFA8029	1	Pteromalidae	1	T
BOLD:AFA8044	1	Formicidae	1	T
BOLD:AFA8049	1	Oxytelinae	1	T
BOLD:AFA8307	1	Symphypleona	1	T
BOLD:AFA8468	1	Chrysomelidae	1	T
BOLD:AFA8709	4	Nitidulidae	4	T
BOLD:AFA9356	1	Paederinae	1	T
BOLD:AFA9883	1	Agaonidae	1	T
BOLD:AFB0174	2	Oxytelinae	2	T
BOLD:AFB1270	4	Blattodea	4	T
BOLD:AFB9663	2	Chironomidae	2	T
BOLD:AFC2000	2	Lysitermini	2	T
BOLD:AFC2583	1	Cicadellidae	1	T
BOLD:AFC5527	1	Cicadellidae	1	T
BOLD:AFC5721	1	Chironomidae	1	T
BOLD:AFD1424	1	Curculionidae	1	T
BOLD:AFD8752	1	Mordellidae	1	T
BOLD:AFE9387	1	Eulophidae	1	T
BOLD:AFG0658	5	Rhaconotus	5	T
BOLD:AFG0659	1	Rhaconotus	1	T
BOLD:AFG6996	1	Rhaconotus	1	T
BOLD:AFH1789	2	Trigonidiidae	2	T
BOLD:AFH6126	1	Paederus	1	T
BOLD:AFH8575	1	Cecidomyiidae	1	T
BOLD:AFH8596	1	Nitidulidae	1	T
BOLD:AFY6957	1	Oecanthidae	1	T
BOLD:AGB0268	1	Spongiphoridae	1	T
BOLD:AGB1477	1	Tortricidae	1	T
BOLD:AGB1478	1	Tortricidae	1	T
BOLD:AGB1718	1	Sterrhinae	1	T
BOLD:AGB1942	1	Scarabaeidae	1	T
BOLD:AGB2019	1	Sarcophagidae	1	T
BOLD:AGB2874	1	Pyralidae	1	T
BOLD:AGB2877	1	Pyralidae	1	T
BOLD:AGB2879	1	Pyralidae	1	T
BOLD:AGB2885	1	Pyralidae	1	T
BOLD:AGB2890	1	Pyralidae	1	T
BOLD:AGB2898	2	Pyralidae	2	T
BOLD:AGB2900	1	Pyralidae	1	T
BOLD:AGB2901	1	Pyralidae	1	T
BOLD:AGB2902	1	Pyralidae	1	T
BOLD:AGB2903	1	Pyralidae	1	T
BOLD:AGB2904	3	Phycitinae	3	T
BOLD:AGB2905	1	Pyralidae	1	T
BOLD:AGB2906	2	Pyralidae	2	T
BOLD:AGB3037	1	Prioninae	1	T
BOLD:AGB3221	1	Phycitinae	1	T
BOLD:AGB3222	1	Phycitinae	1	T
BOLD:AGB3223	1	Phycitinae	1	T
BOLD:AGB3226	1	Phycitinae	1	T
BOLD:AGB3229	1	Phycitinae	1	T
BOLD:AGB3232	1	Phycitinae	1	T
BOLD:AGB3339	1	Phasiinae	1	T
BOLD:AGB3345	2	Phalerinae	2	T
BOLD:AGB3447	1	Orthoptera	1	T
BOLD:AGB3455	2	Orthoptera	2	T
BOLD:AGB3458	2	Orthoptera	2	T
BOLD:AGB3464	1	Orthoptera	1	T
BOLD:AGB3465	1	Orthoptera	1	T
BOLD:AGB3476	1	Orthoptera	1	T
BOLD:AGB3481	1	Orthoptera	1	T
BOLD:AGB3509	2	Ophioninae	2	T
BOLD:AGB3672	1	Notodontidae	1	T
BOLD:AGB3673	1	Notodontidae	1	T
BOLD:AGB3674	2	Notodontidae	2	T
BOLD:AGB3675	2	Lepidoptera	1	T
BOLD:AGB3675	2	Notodontidae	1	T
BOLD:AGB3681	1	Nolinae	1	T
BOLD:AGB3689	4	Noctuinae	4	T
BOLD:AGB3691	1	Noctuinae	1	T
BOLD:AGB3692	9	Noctuinae	9	T
BOLD:AGB3693	2	Noctuidae	1	T
BOLD:AGB3693	2	Noctuinae	1	T
BOLD:AGB3698	3	Noctuidae	3	T
BOLD:AGB3700	1	Noctuidae	1	T
BOLD:AGB3702	1	Noctuidae	1	T
BOLD:AGB3703	1	Noctuidae	1	T
BOLD:AGB3705	2	Noctuidae	2	T
BOLD:AGB3712	1	Noctuidae	1	T
BOLD:AGB4285	1	Macroglossinae	1	T
BOLD:AGB4291	1	Lymantriinae	1	T
BOLD:AGB4369	1	Limacodidae	1	T
BOLD:AGB4377	1	Limacodidae	1	T
BOLD:AGB4404	1	Lepidoptera	1	T
BOLD:AGB4480	1	Lepidoptera	1	T
BOLD:AGB4481	2	Lepidoptera	2	T
BOLD:AGB4483	3	Lepidoptera	3	T
BOLD:AGB4484	1	Lepidoptera	1	T
BOLD:AGB4485	1	Lepidoptera	1	T
BOLD:AGB4487	2	Lepidoptera	2	T
BOLD:AGB4501	1	Lepidoptera	1	T
BOLD:AGB4515	4	Lepidoptera	4	T
BOLD:AGB4516	6	Lepidoptera	6	T
BOLD:AGB4519	1	Lepidoptera	1	T
BOLD:AGB4520	9	Erebidae	6	T
BOLD:AGB4520	9	Lepidoptera	3	T
BOLD:AGB4530	2	Lepidoptera	2	T
BOLD:AGB4531	1	Lepidoptera	1	T
BOLD:AGB4551	2	Lepidoptera	2	T
BOLD:AGB4554	1	Lepidoptera	1	T
BOLD:AGB4557	1	Lepidoptera	1	T
BOLD:AGB4559	3	Lepidoptera	3	T
BOLD:AGB4560	1	Lepidoptera	1	T
BOLD:AGB4562	2	Lepidoptera	2	T
BOLD:AGB4563	1	Lepidoptera	1	T
BOLD:AGB4565	2	Lepidoptera	2	T
BOLD:AGB4567	1	Lepidoptera	1	T
BOLD:AGB4568	1	Lepidoptera	1	T
BOLD:AGB4579	6	Lepidoptera	6	T
BOLD:AGB4595	1	Lepidoptera	1	T
BOLD:AGB4598	1	Lepidoptera	1	T
BOLD:AGB4616	1	Lepidoptera	1	T
BOLD:AGB4617	3	Lepidoptera	3	T
BOLD:AGB4626	1	Lepidoptera	1	T
BOLD:AGB4627	5	Lepidoptera	5	T
BOLD:AGB4628	1	Lepidoptera	1	T
BOLD:AGB4631	1	Lepidoptera	1	T
BOLD:AGB4632	3	Lepidoptera	3	T
BOLD:AGB4633	1	Lepidoptera	1	T
BOLD:AGB4637	1	Lepidoptera	1	T
BOLD:AGB4642	2	Lepidoptera	2	T
BOLD:AGB4649	3	Lepidoptera	3	T
BOLD:AGB4663	1	Lepidoptera	1	T
BOLD:AGB4664	1	Lepidoptera	1	T
BOLD:AGB4665	2	Lepidoptera	2	T
BOLD:AGB4666	1	Lepidoptera	1	T
BOLD:AGB4667	1	Lepidoptera	1	T
BOLD:AGB4668	1	Lepidoptera	1	T
BOLD:AGB4669	1	Lepidoptera	1	T
BOLD:AGB4673	1	Lepidoptera	1	T
BOLD:AGB4678	2	Lepidoptera	2	T
BOLD:AGB4681	1	Lepidoptera	1	T
BOLD:AGB4690	1	Lepidoptera	1	T
BOLD:AGB4696	1	Lepidoptera	1	T
