lot,bottle_start_datetime,bottle_end_datetime,bottle_start_time,bottle_end_time,overall_lot,start_classification,coarse_timing
540.1,2019-07-29T18:00:00Z,2019-07-30T00:00:00Z,18:00:00,00:00:00,540,18:00:00,Night
540.2,2019-07-30T00:00:00Z,2019-07-30T06:00:00Z,00:00:00,06:00:00,540,00:00:00,Night
540.3,2019-07-30T06:00:00Z,2019-07-30T12:00:00Z,06:00:00,12:00:00,540,06:00:00,Day
540.4,2019-07-30T12:00:00Z,2019-07-30T14:00:00Z,12:00:00,14:00:00,540,12:00:00,Day
549,2019-07-29T14:45:00Z,2019-07-29T18:00:00Z,14:45:00,18:00:00,549,12:00:00,Day
549.1,2019-07-29T18:00:00Z,2019-07-30T00:00:00Z,18:00:00,00:00:00,549,18:00:00,Night
549.2,2019-07-30T00:00:00Z,2019-07-30T06:00:00Z,00:00:00,06:00:00,549,00:00:00,Night
549.3,2019-07-30T06:00:00Z,2019-07-30T12:00:00Z,06:00:00,12:00:00,549,06:00:00,Day
549.4,2019-07-30T12:00:00Z,2019-07-30T14:45:00Z,12:00:00,14:45:00,549,12:00:00,Day
558,2019-07-29T14:45:00Z,2019-07-29T18:00:00Z,14:45:00,18:00:00,558,12:00:00,Day
558.1,2019-07-29T18:00:00Z,2019-07-30T00:00:00Z,18:00:00,00:00:00,558,18:00:00,Night
558.2,2019-07-30T00:00:00Z,2019-07-30T06:00:00Z,00:00:00,06:00:00,558,00:00:00,Night
558.3,2019-07-30T06:00:00Z,2019-07-30T12:00:00Z,06:00:00,12:00:00,558,06:00:00,Day
558.4,2019-07-30T12:00:00Z,2019-07-30T14:45:00Z,12:00:00,14:45:00,558,12:00:00,Day
567,2019-07-31T11:50:00Z,2019-07-31T12:00:00Z,11:50:00,12:00:00,567,06:00:00,Day
567.1,2019-07-31T12:00:00Z,2019-07-31T18:00:00Z,12:00:00,18:00:00,567,12:00:00,Day
567.2,2019-07-31T18:00:00Z,2019-08-01T00:00:00Z,18:00:00,00:00:00,567,18:00:00,Night
567.3,2019-08-01T00:00:00Z,2019-08-01T06:00:00Z,00:00:00,06:00:00,567,00:00:00,Night
567.4,2019-08-01T06:00:00Z,2019-08-01T11:50:00Z,06:00:00,11:50:00,567,06:00:00,Day
577,NA,NA,NA,NA,577,NA,Day
577.1,NA,NA,NA,NA,577,NA,Day
577.2,NA,NA,NA,NA,577,NA,Day
577.3,NA,NA,NA,NA,577,NA,Day
577.4,NA,NA,NA,NA,577,NA,Day
586,2019-07-31T01:00:00Z,2019-07-31T06:00:00Z,01:00:00,06:00:00,586,00:00:00,Night
586.1,2019-07-31T06:00:00Z,2019-07-31T12:00:00Z,06:00:00,12:00:00,586,06:00:00,Day
586.2,2019-07-31T12:00:00Z,2019-07-31T18:00:00Z,12:00:00,18:00:00,586,12:00:00,Day
586.3,2019-07-31T18:00:00Z,2019-08-01T00:00:00Z,18:00:00,00:00:00,586,18:00:00,Night
586.4,2019-08-01T00:00:00Z,2019-08-01T01:00:00Z,00:00:00,01:00:00,586,00:00:00,Night
595,2019-07-31T13:31:00Z,2019-07-31T18:00:00Z,13:31:00,18:00:00,595,12:00:00,Day
595.1,2019-07-31T18:00:00Z,2019-08-01T00:00:00Z,18:00:00,00:00:00,595,18:00:00,Night
595.2,2019-08-01T00:00:00Z,2019-08-01T06:00:00Z,00:00:00,06:00:00,595,00:00:00,Night
595.3,2019-08-01T06:00:00Z,2019-08-01T12:00:00Z,06:00:00,12:00:00,595,06:00:00,Day
595.4,2019-08-01T12:00:00Z,2019-08-01T13:31:00Z,12:00:00,13:31:00,595,12:00:00,Day
604,2019-08-19T12:50:00Z,2019-08-19T18:00:00Z,12:50:00,18:00:00,604,12:00:00,Day
604.1,2019-08-19T18:00:00Z,2019-08-20T00:00:00Z,18:00:00,00:00:00,604,18:00:00,Night
604.2,2019-08-20T00:00:00Z,2019-08-20T06:00:00Z,00:00:00,06:00:00,604,00:00:00,Night
604.3,2019-08-20T06:00:00Z,2019-08-20T12:00:00Z,06:00:00,12:00:00,604,06:00:00,Day
604.4,2019-08-20T12:00:00Z,2019-08-20T12:50:00Z,12:00:00,12:50:00,604,12:00:00,Day
614,2019-08-19T13:40:00Z,2019-08-19T18:00:00Z,13:40:00,18:00:00,614,12:00:00,Day
614.1,2019-08-19T18:00:00Z,2019-08-20T00:00:00Z,18:00:00,00:00:00,614,18:00:00,Night
614.2,2019-08-20T00:00:00Z,2019-08-20T06:00:00Z,00:00:00,06:00:00,614,00:00:00,Night
614.3,2019-08-20T06:00:00Z,2019-08-20T12:00:00Z,06:00:00,12:00:00,614,06:00:00,Day
614.4,2019-08-20T12:00:00Z,2019-08-20T13:40:00Z,12:00:00,13:40:00,614,12:00:00,Day
623,2019-08-19T14:40:00Z,2019-08-19T18:00:00Z,14:40:00,18:00:00,623,12:00:00,Day
623.1,2019-08-19T18:00:00Z,2019-08-20T00:00:00Z,18:00:00,00:00:00,623,18:00:00,Night
623.2,2019-08-20T00:00:00Z,2019-08-20T06:00:00Z,00:00:00,06:00:00,623,00:00:00,Night
623.3,2019-08-20T06:00:00Z,2019-08-20T12:00:00Z,06:00:00,12:00:00,623,06:00:00,Day
623.4,2019-08-20T12:00:00Z,2019-08-20T14:40:00Z,12:00:00,14:40:00,623,12:00:00,Day
632,2019-08-19T15:10:00Z,2019-08-19T18:00:00Z,15:10:00,18:00:00,632,12:00:00,Day
632.1,2019-08-19T18:00:00Z,2019-08-20T00:00:00Z,18:00:00,00:00:00,632,18:00:00,Night
632.2,2019-08-20T00:00:00Z,2019-08-20T06:00:00Z,00:00:00,06:00:00,632,00:00:00,Night
632.3,2019-08-20T06:00:00Z,2019-08-20T12:00:00Z,06:00:00,12:00:00,632,06:00:00,Day
632.4,2019-08-20T12:00:00Z,2019-08-20T15:10:00Z,12:00:00,15:10:00,632,12:00:00,Day
651,2019-08-21T16:10:00Z,2019-08-21T18:00:00Z,16:10:00,18:00:00,651,12:00:00,Day
651.1,2019-08-21T18:00:00Z,2019-08-22T00:00:00Z,18:00:00,00:00:00,651,18:00:00,Night
651.2,2019-08-22T00:00:00Z,2019-08-22T06:00:00Z,00:00:00,06:00:00,651,00:00:00,Night
651.3,2019-08-22T06:00:00Z,2019-08-22T12:00:00Z,06:00:00,12:00:00,651,06:00:00,Day
651.4,2019-08-22T12:00:00Z,2019-08-22T16:10:00Z,12:00:00,16:10:00,651,12:00:00,Day
660,2019-08-21T16:40:00Z,2019-08-21T18:00:00Z,16:40:00,18:00:00,660,12:00:00,Day
660.1,2019-08-21T18:00:00Z,2019-08-22T00:00:00Z,18:00:00,00:00:00,660,18:00:00,Night
660.2,2019-08-22T00:00:00Z,2019-08-22T06:00:00Z,00:00:00,06:00:00,660,00:00:00,Night
660.3,2019-08-22T06:00:00Z,2019-08-22T12:00:00Z,06:00:00,12:00:00,660,06:00:00,Day
660.4,2019-08-22T12:00:00Z,2019-08-22T16:40:00Z,12:00:00,16:40:00,660,12:00:00,Day
669,2019-08-21T16:40:00Z,2019-08-21T18:00:00Z,16:40:00,18:00:00,669,12:00:00,Day
669.1,2019-08-21T18:00:00Z,2019-08-22T00:00:00Z,18:00:00,00:00:00,669,18:00:00,Night
669.2,2019-08-22T00:00:00Z,2019-08-22T06:00:00Z,00:00:00,06:00:00,669,00:00:00,Night
669.3,2019-08-22T06:00:00Z,2019-08-22T12:00:00Z,06:00:00,12:00:00,669,06:00:00,Day
669.4,2019-08-22T12:00:00Z,2019-08-22T16:40:00Z,12:00:00,16:40:00,669,12:00:00,Day
678,2019-08-21T15:41:00Z,2019-08-21T18:00:00Z,15:41:00,18:00:00,678,12:00:00,Day
678.1,2019-08-21T18:00:00Z,2019-08-22T00:00:00Z,18:00:00,00:00:00,678,18:00:00,Night
678.2,2019-08-22T00:00:00Z,2019-08-22T06:00:00Z,00:00:00,06:00:00,678,00:00:00,Night
678.3,2019-08-22T06:00:00Z,2019-08-22T12:00:00Z,06:00:00,12:00:00,678,06:00:00,Day
678.4,2019-08-22T12:00:00Z,2019-08-22T15:41:00Z,12:00:00,15:41:00,678,12:00:00,Day
681,2019-09-09T12:53:00Z,2019-09-09T18:00:00Z,12:53:00,18:00:00,681,12:00:00,Day
681.1,2019-09-09T18:00:00Z,2019-09-10T00:00:00Z,18:00:00,00:00:00,681,18:00:00,Night
681.2,2019-09-10T00:00:00Z,2019-09-10T06:00:00Z,00:00:00,06:00:00,681,00:00:00,Night
681.3,2019-09-10T06:00:00Z,2019-09-10T12:00:00Z,06:00:00,12:00:00,681,06:00:00,Day
681.4,2019-09-10T12:00:00Z,2019-09-10T12:53:00Z,12:00:00,12:53:00,681,12:00:00,Day
692,2019-09-09T13:43:00Z,2019-09-09T18:00:00Z,13:43:00,18:00:00,692,12:00:00,Day
692.1,2019-09-09T18:00:00Z,2019-09-10T00:00:00Z,18:00:00,00:00:00,692,18:00:00,Night
692.2,2019-09-10T00:00:00Z,2019-09-10T06:00:00Z,00:00:00,06:00:00,692,00:00:00,Night
692.3,2019-09-10T06:00:00Z,2019-09-10T12:00:00Z,06:00:00,12:00:00,692,06:00:00,Day
692.4,2019-09-10T12:00:00Z,2019-09-10T13:43:00Z,12:00:00,13:43:00,692,12:00:00,Day
703,2019-09-09T14:33:00Z,2019-09-09T18:00:00Z,14:33:00,18:00:00,703,12:00:00,Day
703.1,2019-09-09T18:00:00Z,2019-09-10T00:00:00Z,18:00:00,00:00:00,703,18:00:00,Night
703.2,2019-09-10T00:00:00Z,2019-09-10T06:00:00Z,00:00:00,06:00:00,703,00:00:00,Night
703.3,2019-09-10T06:00:00Z,2019-09-10T12:00:00Z,06:00:00,12:00:00,703,06:00:00,Day
703.4,2019-09-10T12:00:00Z,2019-09-10T14:33:00Z,12:00:00,14:33:00,703,12:00:00,Day
714,2019-09-09T15:10:00Z,2019-09-09T18:00:00Z,15:10:00,18:00:00,714,12:00:00,Day
714.1,2019-09-09T18:00:00Z,2019-09-10T00:00:00Z,18:00:00,00:00:00,714,18:00:00,Night
714.2,2019-09-10T00:00:00Z,2019-09-10T06:00:00Z,00:00:00,06:00:00,714,00:00:00,Night
714.3,2019-09-10T06:00:00Z,2019-09-10T12:00:00Z,06:00:00,12:00:00,714,06:00:00,Day
714.4,2019-09-10T12:00:00Z,2019-09-10T15:10:00Z,12:00:00,15:10:00,714,12:00:00,Day
725,2019-09-11T12:58:00Z,2019-09-11T18:00:00Z,12:58:00,18:00:00,725,12:00:00,Day
725.1,2019-09-11T18:00:00Z,2019-09-12T00:00:00Z,18:00:00,00:00:00,725,18:00:00,Night
725.2,2019-09-12T00:00:00Z,2019-09-12T06:00:00Z,00:00:00,06:00:00,725,00:00:00,Night
725.3,2019-09-12T06:00:00Z,2019-09-12T12:00:00Z,06:00:00,12:00:00,725,06:00:00,Day
725.4,2019-09-12T12:00:00Z,2019-09-12T12:58:00Z,12:00:00,12:58:00,725,12:00:00,Day
736,2019-09-11T13:33:00Z,2019-09-11T18:00:00Z,13:33:00,18:00:00,736,12:00:00,Day
736.1,2019-09-11T18:00:00Z,2019-09-12T00:00:00Z,18:00:00,00:00:00,736,18:00:00,Night
736.2,2019-09-12T00:00:00Z,2019-09-12T06:00:00Z,00:00:00,06:00:00,736,00:00:00,Night
736.3,2019-09-12T06:00:00Z,2019-09-12T12:00:00Z,06:00:00,12:00:00,736,06:00:00,Day
736.4,2019-09-12T12:00:00Z,2019-09-12T13:33:00Z,12:00:00,13:33:00,736,12:00:00,Day
747,2019-09-11T14:37:00Z,2019-09-11T18:00:00Z,14:37:00,18:00:00,747,12:00:00,Day
747.1,2019-09-11T18:00:00Z,2019-09-12T00:00:00Z,18:00:00,00:00:00,747,18:00:00,Night
747.2,2019-09-12T00:00:00Z,2019-09-12T06:00:00Z,00:00:00,06:00:00,747,00:00:00,Night
747.3,2019-09-12T06:00:00Z,2019-09-12T12:00:00Z,06:00:00,12:00:00,747,06:00:00,Day
747.4,2019-09-12T12:00:00Z,2019-09-12T14:37:00Z,12:00:00,14:37:00,747,12:00:00,Day
758,2019-09-11T15:14:00Z,2019-09-11T18:00:00Z,15:14:00,18:00:00,758,12:00:00,Day
758.1,2019-09-11T18:00:00Z,2019-09-12T00:00:00Z,18:00:00,00:00:00,758,18:00:00,Night
758.2,2019-09-12T00:00:00Z,2019-09-12T06:00:00Z,00:00:00,06:00:00,758,00:00:00,Night
758.3,2019-09-12T06:00:00Z,2019-09-12T12:00:00Z,06:00:00,12:00:00,758,06:00:00,Day
758.4,2019-09-12T12:00:00Z,2019-09-12T15:14:00Z,12:00:00,15:14:00,758,12:00:00,Day
769,2019-09-30T12:05:00Z,2019-09-30T18:00:00Z,12:05:00,18:00:00,769,12:00:00,Day
769.1,2019-09-30T18:00:00Z,2019-10-01T00:00:00Z,18:00:00,00:00:00,769,18:00:00,Night
769.2,2019-10-01T00:00:00Z,2019-10-01T06:00:00Z,00:00:00,06:00:00,769,00:00:00,Night
769.3,2019-10-01T06:00:00Z,2019-10-01T12:00:00Z,06:00:00,12:00:00,769,06:00:00,Day
769.4,2019-10-01T12:00:00Z,2019-10-01T12:05:00Z,12:00:00,12:05:00,769,12:00:00,Day
780,2019-09-30T12:49:00Z,2019-09-30T18:00:00Z,12:49:00,18:00:00,780,12:00:00,Day
780.1,2019-09-30T18:00:00Z,2019-10-01T00:00:00Z,18:00:00,00:00:00,780,18:00:00,Night
780.2,2019-10-01T00:00:00Z,2019-10-01T06:00:00Z,00:00:00,06:00:00,780,00:00:00,Night
780.3,2019-10-01T06:00:00Z,2019-10-01T12:00:00Z,06:00:00,12:00:00,780,06:00:00,Day
780.4,2019-10-01T12:00:00Z,2019-10-01T12:49:00Z,12:00:00,12:49:00,780,12:00:00,Day
791,2019-09-30T13:30:00Z,2019-09-30T18:00:00Z,13:30:00,18:00:00,791,12:00:00,Day
791.1,2019-09-30T18:00:00Z,2019-10-01T00:00:00Z,18:00:00,00:00:00,791,18:00:00,Night
791.2,2019-10-01T00:00:00Z,2019-10-01T06:00:00Z,00:00:00,06:00:00,791,00:00:00,Night
791.3,2019-10-01T06:00:00Z,2019-10-01T12:00:00Z,06:00:00,12:00:00,791,06:00:00,Day
791.4,2019-10-01T12:00:00Z,2019-10-01T13:30:00Z,12:00:00,13:30:00,791,12:00:00,Day
802,2019-09-30T14:00:00Z,2019-09-30T18:00:00Z,14:00:00,18:00:00,802,12:00:00,Day
802.1,2019-09-30T18:00:00Z,2019-10-01T00:00:00Z,18:00:00,00:00:00,802,18:00:00,Night
802.2,2019-10-01T00:00:00Z,2019-10-01T06:00:00Z,00:00:00,06:00:00,802,00:00:00,Night
802.3,2019-10-01T06:00:00Z,2019-10-01T12:00:00Z,06:00:00,12:00:00,802,06:00:00,Day
802.4,2019-10-01T12:00:00Z,2019-10-01T14:00:00Z,12:00:00,14:00:00,802,12:00:00,Day
813,2019-10-02T10:24:00Z,2019-10-02T12:00:00Z,10:24:00,12:00:00,813,06:00:00,Day
813.1,2019-10-02T12:00:00Z,2019-10-02T18:00:00Z,12:00:00,18:00:00,813,12:00:00,Day
813.2,2019-10-02T18:00:00Z,2019-10-03T00:00:00Z,18:00:00,00:00:00,813,18:00:00,Night
813.3,2019-10-03T00:00:00Z,2019-10-03T06:00:00Z,00:00:00,06:00:00,813,00:00:00,Night
813.4,2019-10-03T06:00:00Z,2019-10-03T10:24:00Z,06:00:00,10:24:00,813,06:00:00,Day
824,2019-10-02T10:50:00Z,2019-10-02T12:00:00Z,10:50:00,12:00:00,824,06:00:00,Day
824.1,2019-10-02T12:00:00Z,2019-10-02T18:00:00Z,12:00:00,18:00:00,824,12:00:00,Day
824.2,2019-10-02T18:00:00Z,2019-10-03T00:00:00Z,18:00:00,00:00:00,824,18:00:00,Night
824.3,2019-10-03T00:00:00Z,2019-10-03T06:00:00Z,00:00:00,06:00:00,824,00:00:00,Night
824.4,2019-10-03T06:00:00Z,2019-10-03T10:50:00Z,06:00:00,10:50:00,824,06:00:00,Day
835,2019-10-02T11:25:00Z,2019-10-02T12:00:00Z,11:25:00,12:00:00,835,06:00:00,Day
835.1,2019-10-02T12:00:00Z,2019-10-02T18:00:00Z,12:00:00,18:00:00,835,12:00:00,Day
835.2,2019-10-02T18:00:00Z,2019-10-03T00:00:00Z,18:00:00,00:00:00,835,18:00:00,Night
835.3,2019-10-03T00:00:00Z,2019-10-03T06:00:00Z,00:00:00,06:00:00,835,00:00:00,Night
835.4,2019-10-03T06:00:00Z,2019-10-03T11:25:00Z,06:00:00,11:25:00,835,06:00:00,Day
846,2019-10-02T12:02:00Z,2019-10-02T18:00:00Z,12:02:00,18:00:00,846,12:00:00,Day
846.1,2019-10-02T18:00:00Z,2019-10-03T00:00:00Z,18:00:00,00:00:00,846,18:00:00,Night
846.2,2019-10-03T00:00:00Z,2019-10-03T06:00:00Z,00:00:00,06:00:00,846,00:00:00,Night
846.3,2019-10-03T06:00:00Z,2019-10-03T12:00:00Z,06:00:00,12:00:00,846,06:00:00,Day
846.4,2019-10-03T12:00:00Z,2019-10-03T12:02:00Z,12:00:00,12:02:00,846,12:00:00,Day
857,2019-10-28T13:25:00Z,2019-10-28T18:00:00Z,13:25:00,18:00:00,857,12:00:00,Day
857.1,2019-10-28T18:00:00Z,2019-10-29T00:00:00Z,18:00:00,00:00:00,857,18:00:00,Night
857.2,2019-10-29T00:00:00Z,2019-10-29T06:00:00Z,00:00:00,06:00:00,857,00:00:00,Night
857.3,2019-10-29T06:00:00Z,2019-10-29T12:00:00Z,06:00:00,12:00:00,857,06:00:00,Day
857.4,2019-10-29T12:00:00Z,2019-10-29T13:25:00Z,12:00:00,13:25:00,857,12:00:00,Day
868,2019-10-28T13:55:00Z,2019-10-28T18:00:00Z,13:55:00,18:00:00,868,12:00:00,Day
868.1,2019-10-28T18:00:00Z,2019-10-29T00:00:00Z,18:00:00,00:00:00,868,18:00:00,Night
868.2,2019-10-29T00:00:00Z,2019-10-29T06:00:00Z,00:00:00,06:00:00,868,00:00:00,Night
868.3,2019-10-29T06:00:00Z,2019-10-29T12:00:00Z,06:00:00,12:00:00,868,06:00:00,Day
868.4,2019-10-29T12:00:00Z,2019-10-29T13:55:00Z,12:00:00,13:55:00,868,12:00:00,Day
879,2019-10-28T15:07:00Z,2019-10-28T18:00:00Z,15:07:00,18:00:00,879,12:00:00,Day
879.1,2019-10-28T18:00:00Z,2019-10-29T00:00:00Z,18:00:00,00:00:00,879,18:00:00,Night
879.2,2019-10-29T00:00:00Z,2019-10-29T06:00:00Z,00:00:00,06:00:00,879,00:00:00,Night
879.3,2019-10-29T06:00:00Z,2019-10-29T12:00:00Z,06:00:00,12:00:00,879,06:00:00,Day
879.4,2019-10-29T12:00:00Z,2019-10-29T15:07:00Z,12:00:00,15:07:00,879,12:00:00,Day
890,2019-10-28T15:07:00Z,2019-10-28T18:00:00Z,15:07:00,18:00:00,890,12:00:00,Day
890.1,2019-10-28T18:00:00Z,2019-10-29T00:00:00Z,18:00:00,00:00:00,890,18:00:00,Night
890.2,2019-10-29T00:00:00Z,2019-10-29T06:00:00Z,00:00:00,06:00:00,890,00:00:00,Night
890.3,2019-10-29T06:00:00Z,2019-10-29T12:00:00Z,06:00:00,12:00:00,890,06:00:00,Day
890.4,2019-10-29T12:00:00Z,2019-10-29T15:07:00Z,12:00:00,15:07:00,890,12:00:00,Day
901,2019-10-30T10:22:00Z,2019-10-30T12:00:00Z,10:22:00,12:00:00,901,06:00:00,Day
901.1,2019-10-30T12:00:00Z,2019-10-30T18:00:00Z,12:00:00,18:00:00,901,12:00:00,Day
901.2,2019-10-30T18:00:00Z,2019-10-31T00:00:00Z,18:00:00,00:00:00,901,18:00:00,Night
901.3,2019-10-31T00:00:00Z,2019-10-31T06:00:00Z,00:00:00,06:00:00,901,00:00:00,Night
901.4,2019-10-31T06:00:00Z,2019-10-31T10:22:00Z,06:00:00,10:22:00,901,06:00:00,Day
912,2019-10-30T10:53:00Z,2019-10-30T12:00:00Z,10:53:00,12:00:00,912,06:00:00,Day
912.1,2019-10-30T12:00:00Z,2019-10-30T18:00:00Z,12:00:00,18:00:00,912,12:00:00,Day
912.2,2019-10-30T18:00:00Z,2019-10-31T00:00:00Z,18:00:00,00:00:00,912,18:00:00,Night
912.3,2019-10-31T00:00:00Z,2019-10-31T06:00:00Z,00:00:00,06:00:00,912,00:00:00,Night
912.4,2019-10-31T06:00:00Z,2019-10-31T10:53:00Z,06:00:00,10:53:00,912,06:00:00,Day
923,2019-10-28T11:16:00Z,2019-10-28T12:00:00Z,11:16:00,12:00:00,923,06:00:00,Day
923.1,2019-10-28T12:00:00Z,2019-10-28T18:00:00Z,12:00:00,18:00:00,923,12:00:00,Day
923.2,2019-10-28T18:00:00Z,2019-10-29T00:00:00Z,18:00:00,00:00:00,923,18:00:00,Night
923.3,2019-10-29T00:00:00Z,2019-10-29T06:00:00Z,00:00:00,06:00:00,923,00:00:00,Night
923.4,2019-10-29T06:00:00Z,2019-10-29T11:16:00Z,06:00:00,11:16:00,923,06:00:00,Day
934,2019-10-30T12:23:00Z,2019-10-30T18:00:00Z,12:23:00,18:00:00,934,12:00:00,Day
934.1,2019-10-30T18:00:00Z,2019-10-31T00:00:00Z,18:00:00,00:00:00,934,18:00:00,Night
934.2,2019-10-31T00:00:00Z,2019-10-31T06:00:00Z,00:00:00,06:00:00,934,00:00:00,Night
934.3,2019-10-31T06:00:00Z,2019-10-31T12:00:00Z,06:00:00,12:00:00,934,06:00:00,Day
934.4,2019-10-31T12:00:00Z,2019-10-31T12:23:00Z,12:00:00,12:23:00,934,12:00:00,Day
945,2019-11-18T12:44:00Z,2019-11-18T18:00:00Z,12:44:00,18:00:00,945,12:00:00,Day
945.1,2019-11-18T18:00:00Z,2019-11-19T00:00:00Z,18:00:00,00:00:00,945,18:00:00,Night
945.2,2019-11-19T00:00:00Z,2019-11-19T06:00:00Z,00:00:00,06:00:00,945,00:00:00,Night
945.3,2019-11-19T06:00:00Z,2019-11-19T12:00:00Z,06:00:00,12:00:00,945,06:00:00,Day
945.4,2019-11-19T12:00:00Z,2019-11-19T12:44:00Z,12:00:00,12:44:00,945,12:00:00,Day
956,2019-11-18T13:01:00Z,2019-11-18T18:00:00Z,13:01:00,18:00:00,956,12:00:00,Day
956.1,2019-11-18T18:00:00Z,2019-11-19T00:00:00Z,18:00:00,00:00:00,956,18:00:00,Night
956.2,2019-11-19T00:00:00Z,2019-11-19T06:00:00Z,00:00:00,06:00:00,956,00:00:00,Night
956.3,2019-11-19T06:00:00Z,2019-11-19T12:00:00Z,06:00:00,12:00:00,956,06:00:00,Day
956.4,2019-11-19T12:00:00Z,2019-11-19T13:01:00Z,12:00:00,13:01:00,956,12:00:00,Day
967,2019-11-18T13:48:00Z,2019-11-18T18:00:00Z,13:48:00,18:00:00,967,12:00:00,Day
967.1,2019-11-18T18:00:00Z,2019-11-19T00:00:00Z,18:00:00,00:00:00,967,18:00:00,Night
967.2,2019-11-19T00:00:00Z,2019-11-19T06:00:00Z,00:00:00,06:00:00,967,00:00:00,Night
967.3,2019-11-19T06:00:00Z,2019-11-19T12:00:00Z,06:00:00,12:00:00,967,06:00:00,Day
967.4,2019-11-19T12:00:00Z,2019-11-19T13:48:00Z,12:00:00,13:48:00,967,12:00:00,Day
978,2019-11-18T14:23:00Z,2019-11-18T18:00:00Z,14:23:00,18:00:00,978,12:00:00,Day
978.1,2019-11-18T18:00:00Z,2019-11-19T00:00:00Z,18:00:00,00:00:00,978,18:00:00,Night
978.2,2019-11-19T00:00:00Z,2019-11-19T06:00:00Z,00:00:00,06:00:00,978,00:00:00,Night
978.3,2019-11-19T06:00:00Z,2019-11-19T12:00:00Z,06:00:00,12:00:00,978,06:00:00,Day
978.4,2019-11-19T12:00:00Z,2019-11-19T14:23:00Z,12:00:00,14:23:00,978,12:00:00,Day
989,2019-11-20T10:35:00Z,2019-11-20T12:00:00Z,10:35:00,12:00:00,989,06:00:00,Day
989.1,2019-11-20T12:00:00Z,2019-11-20T18:00:00Z,12:00:00,18:00:00,989,12:00:00,Day
989.2,2019-11-20T18:00:00Z,2019-11-21T00:00:00Z,18:00:00,00:00:00,989,18:00:00,Night
989.3,2019-11-21T00:00:00Z,2019-11-21T06:00:00Z,00:00:00,06:00:00,989,00:00:00,Night
989.4,2019-11-21T06:00:00Z,2019-11-21T10:35:00Z,06:00:00,10:35:00,989,06:00:00,Day
