Lot ID,Transect,Store,Latitude,Longitude,Date,Quantity,Habitat,Check Date,Distance,Type,Created By User,Created On,Day,Day 1,Date Verbatim,Direction Of Observation,Locality,time_increment,overall_lot,bottle_start_time,bottle_end_time
967,2_AA_NW_6,Ghana freezer,6.45981,0.3149,2019-11-18T13:48:00Z,0,Savannah,27/11/2019,0,Malaise,naana,27/11/2019 09:33,18,NA,NA,NA,Abutia Amegame,0,967,2019-11-18T13:48:00Z,2019-11-18T18:00:00Z
967.1,2_AA_NW_6,NA,6.45981,0.3149,2019-11-18T13:48:00Z,0,NA,NA,0,Malaise,talya,25/02/2022 13:14,18,NA,NA,NA,Abutia Amegame,1,967,2019-11-18T18:00:00Z,2019-11-19T00:00:00Z
967.2,2_AA_NW_6,NA,6.45981,0.3149,2019-11-18T13:48:00Z,0,NA,NA,0,Malaise,talya,25/02/2022 13:39,18,NA,NA,NA,Abutia Amegame,2,967,2019-11-19T00:00:00Z,2019-11-19T06:00:00Z
967.3,2_AA_NW_6,NA,6.45981,0.3149,2019-11-18T13:48:00Z,0,NA,NA,0,Malaise,talya,25/02/2022 14:02,18,NA,NA,NA,Abutia Amegame,3,967,2019-11-19T06:00:00Z,2019-11-19T12:00:00Z
967.4,2_AA_NW_6,NA,6.45981,0.3149,2019-11-18T13:48:00Z,0,NA,NA,0,Malaise,talya,25/02/2022 14:11,18,NA,NA,NA,Abutia Amegame,4,967,2019-11-19T12:00:00Z,2019-11-19T13:48:00Z
978,2_AA_SW_6,Ghana freezer,6.45722,0.31259,2019-11-18T14:23:00Z,0,Savannah,27/11/2019,0,Malaise,naana,27/11/2019 09:48,18,NA,NA,NA,Abutia Amegame,0,978,2019-11-18T14:23:00Z,2019-11-18T18:00:00Z
978.1,2_AA_SW_6,NA,6.45722,0.31259,2019-11-18T14:23:00Z,0,NA,NA,0,Malaise,talya,25/02/2022 13:16,18,NA,NA,NA,Abutia Amegame,1,978,2019-11-18T18:00:00Z,2019-11-19T00:00:00Z
978.2,2_AA_SW_6,NA,6.45722,0.31259,2019-11-18T14:23:00Z,0,NA,NA,0,Malaise,talya,25/02/2022 13:40,18,NA,NA,NA,Abutia Amegame,2,978,2019-11-19T00:00:00Z,2019-11-19T06:00:00Z
978.3,2_AA_SW_6,NA,6.45722,0.31259,2019-11-18T14:23:00Z,0,NA,NA,0,Malaise,talya,25/02/2022 14:04,18,NA,NA,NA,Abutia Amegame,3,978,2019-11-19T06:00:00Z,2019-11-19T12:00:00Z
978.4,2_AA_SW_6,NA,6.45722,0.31259,2019-11-18T14:23:00Z,0,NA,NA,0,Malaise,talya,25/02/2022 14:12,18,NA,NA,NA,Abutia Amegame,4,978,2019-11-19T12:00:00Z,2019-11-19T14:23:00Z
989,2_MA_NE_6,Ghana freezer,6.21091,0.4426,2019-11-20T10:35:00Z,0,Savannah,28/11/2019,0,Malaise,naana,28/11/2019 09:16,20,NA,NA,NA,Mafi Agorve,0,989,2019-11-20T10:35:00Z,2019-11-20T12:00:00Z
989.1,2_MA_NE_6,NA,6.21091,0.4426,2019-11-20T10:35:00Z,0,NA,NA,0,Malaise,talya,25/02/2022 13:18,20,NA,NA,NA,Mafi Agorve,1,989,2019-11-20T12:00:00Z,2019-11-20T18:00:00Z
989.2,2_MA_NE_6,NA,6.21091,0.4426,2019-11-20T10:35:00Z,0,NA,NA,0,Malaise,talya,25/02/2022 13:43,20,NA,NA,NA,Mafi Agorve,2,989,2019-11-20T18:00:00Z,2019-11-21T00:00:00Z
989.3,2_MA_NE_6,NA,6.21091,0.4426,2019-11-20T10:35:00Z,0,NA,NA,0,Malaise,talya,25/02/2022 14:06,20,NA,NA,NA,Mafi Agorve,3,989,2019-11-21T00:00:00Z,2019-11-21T06:00:00Z
989.4,2_MA_NE_6,NA,6.21091,0.4426,2019-11-20T10:35:00Z,0,NA,NA,0,Malaise,talya,25/02/2022 14:15,20,NA,NA,NA,Mafi Agorve,4,989,2019-11-21T06:00:00Z,2019-11-21T10:35:00Z
